Site,Date,Night,Time,DateTimeOriginal,SpeciesID
FRF-0801,2016-08-10,2016-08-10,20:37:00,2016-08-10 20:37,40K
FRF-0801,2016-08-10,2016-08-10,20:37:00,2016-08-10 20:37,40K
FRF-0801,2016-08-10,2016-08-10,20:37:00,2016-08-10 20:37,40K
FRF-0801,2016-08-10,2016-08-10,20:38:00,2016-08-10 20:38,40K
FRF-0801,2016-08-10,2016-08-10,20:38:00,2016-08-10 20:38,40K
FRF-0801,2016-08-10,2016-08-10,20:38:00,2016-08-10 20:38,40K
FRF-0801,2016-08-10,2016-08-10,20:38:00,2016-08-10 20:38,40K
FRF-0801,2016-08-10,2016-08-10,20:38:00,2016-08-10 20:38,40K
FRF-0801,2016-08-10,2016-08-10,20:39:00,2016-08-10 20:39,40K
FRF-0801,2016-08-10,2016-08-10,20:39:00,2016-08-10 20:39,40K
FRF-0801,2016-08-10,2016-08-10,20:39:00,2016-08-10 20:39,40K
FRF-0801,2016-08-10,2016-08-10,20:39:00,2016-08-10 20:39,40K
FRF-0801,2016-08-10,2016-08-10,20:39:00,2016-08-10 20:39,40K
FRF-0801,2016-08-10,2016-08-10,20:39:00,2016-08-10 20:39,40K
FRF-0801,2016-08-10,2016-08-10,20:40:00,2016-08-10 20:40,40K
FRF-0801,2016-08-10,2016-08-10,20:40:00,2016-08-10 20:40,40K
FRF-0801,2016-08-10,2016-08-10,20:40:00,2016-08-10 20:40,40K
FRF-0801,2016-08-10,2016-08-10,20:40:00,2016-08-10 20:40,40K
FRF-0801,2016-08-10,2016-08-10,20:40:00,2016-08-10 20:40,40K
FRF-0801,2016-08-10,2016-08-10,20:40:00,2016-08-10 20:40,40K
FRF-0801,2016-08-10,2016-08-10,20:41:00,2016-08-10 20:41,40K
FRF-0801,2016-08-10,2016-08-10,20:42:00,2016-08-10 20:42,40K
FRF-0801,2016-08-10,2016-08-10,20:42:00,2016-08-10 20:42,40K
FRF-0801,2016-08-10,2016-08-10,20:43:00,2016-08-10 20:43,40K
FRF-0801,2016-08-10,2016-08-10,20:45:00,2016-08-10 20:45,40K
FRF-0801,2016-08-10,2016-08-10,22:09:00,2016-08-10 22:09,40K
FRF-0801,2016-08-11,2016-08-10,3:24:00,2016-08-11 3:24,40K
FRF-0801,2016-08-11,2016-08-10,3:24:00,2016-08-11 3:24,40K
FRF-0801,2016-08-11,2016-08-10,4:01:00,2016-08-11 4:01,40K
FRF-0801,2016-08-11,2016-08-10,5:33:00,2016-08-11 5:33,40K
FRF-0801,2016-08-11,2016-08-10,5:33:00,2016-08-11 5:33,40K
FRF-0801,2016-08-11,2016-08-11,20:37:00,2016-08-11 20:37,40K
FRF-0801,2016-08-11,2016-08-11,20:37:00,2016-08-11 20:37,40K
FRF-0801,2016-08-11,2016-08-11,20:38:00,2016-08-11 20:38,40K
FRF-0801,2016-08-11,2016-08-11,20:38:00,2016-08-11 20:38,40K
FRF-0801,2016-08-11,2016-08-11,20:41:00,2016-08-11 20:41,40K
FRF-0801,2016-08-11,2016-08-11,20:41:00,2016-08-11 20:41,40K
FRF-0801,2016-08-11,2016-08-11,20:42:00,2016-08-11 20:42,40K
FRF-0801,2016-08-11,2016-08-11,20:43:00,2016-08-11 20:43,40K
FRF-0801,2016-08-11,2016-08-11,20:43:00,2016-08-11 20:43,40K
FRF-0801,2016-08-11,2016-08-11,20:44:00,2016-08-11 20:44,40K
FRF-0801,2016-08-11,2016-08-11,20:45:00,2016-08-11 20:45,40K
FRF-0801,2016-08-11,2016-08-11,20:46:00,2016-08-11 20:46,40K
FRF-0801,2016-08-11,2016-08-11,20:46:00,2016-08-11 20:46,40K
FRF-0801,2016-08-11,2016-08-11,20:47:00,2016-08-11 20:47,40K
FRF-0801,2016-08-11,2016-08-11,20:47:00,2016-08-11 20:47,40K
FRF-0801,2016-08-11,2016-08-11,20:47:00,2016-08-11 20:47,40K
FRF-0801,2016-08-11,2016-08-11,20:48:00,2016-08-11 20:48,40K
FRF-0801,2016-08-11,2016-08-11,20:49:00,2016-08-11 20:49,40K
FRF-0801,2016-08-11,2016-08-11,20:49:00,2016-08-11 20:49,40K
FRF-0801,2016-08-11,2016-08-11,20:49:00,2016-08-11 20:49,40K
FRF-0801,2016-08-11,2016-08-11,20:49:00,2016-08-11 20:49,40K
FRF-0801,2016-08-11,2016-08-11,20:50:00,2016-08-11 20:50,40K
FRF-0801,2016-08-11,2016-08-11,20:50:00,2016-08-11 20:50,40K
FRF-0801,2016-08-11,2016-08-11,20:51:00,2016-08-11 20:51,40K
FRF-0801,2016-08-11,2016-08-11,20:51:00,2016-08-11 20:51,40K
FRF-0801,2016-08-11,2016-08-11,20:51:00,2016-08-11 20:51,40K
FRF-0801,2016-08-11,2016-08-11,20:56:00,2016-08-11 20:56,40K
FRF-0801,2016-08-11,2016-08-11,20:56:00,2016-08-11 20:56,40K
FRF-0801,2016-08-12,2016-08-12,20:35:00,2016-08-12 20:35,40K
FRF-0801,2016-08-12,2016-08-12,20:35:00,2016-08-12 20:35,40K
FRF-0801,2016-08-12,2016-08-12,20:35:00,2016-08-12 20:35,40K
FRF-0801,2016-08-12,2016-08-12,20:39:00,2016-08-12 20:39,40K
FRF-0801,2016-08-12,2016-08-12,20:39:00,2016-08-12 20:39,40K
FRF-0801,2016-08-12,2016-08-12,20:40:00,2016-08-12 20:40,40K
FRF-0801,2016-08-12,2016-08-12,20:41:00,2016-08-12 20:41,40K
FRF-0801,2016-08-12,2016-08-12,20:42:00,2016-08-12 20:42,40K
FRF-0801,2016-08-12,2016-08-12,20:42:00,2016-08-12 20:42,40K
FRF-0801,2016-08-12,2016-08-12,20:44:00,2016-08-12 20:44,40K
FRF-0801,2016-08-12,2016-08-12,20:44:00,2016-08-12 20:44,40K
FRF-0801,2016-08-12,2016-08-12,20:45:00,2016-08-12 20:45,40K
FRF-0801,2016-08-12,2016-08-12,20:46:00,2016-08-12 20:46,40K
FRF-0801,2016-08-12,2016-08-12,20:46:00,2016-08-12 20:46,40K
FRF-0801,2016-08-12,2016-08-12,20:46:00,2016-08-12 20:46,40K
FRF-0801,2016-08-12,2016-08-12,20:46:00,2016-08-12 20:46,40K
FRF-0801,2016-08-12,2016-08-12,20:47:00,2016-08-12 20:47,40K
FRF-0801,2016-08-12,2016-08-12,20:47:00,2016-08-12 20:47,40K
FRF-0801,2016-08-12,2016-08-12,20:49:00,2016-08-12 20:49,40K
FRF-0801,2016-08-12,2016-08-12,20:50:00,2016-08-12 20:50,40K
FRF-0801,2016-08-12,2016-08-12,20:51:00,2016-08-12 20:51,40K
FRF-0801,2016-08-12,2016-08-12,20:52:00,2016-08-12 20:52,40K
FRF-0801,2016-08-13,2016-08-12,1:45:00,2016-08-13 1:45,40K
FRF-0801,2016-08-13,2016-08-13,20:32:00,2016-08-13 20:32,40K
FRF-0801,2016-08-13,2016-08-13,20:32:00,2016-08-13 20:32,40K
FRF-0801,2016-08-13,2016-08-13,20:33:00,2016-08-13 20:33,40K
FRF-0801,2016-08-13,2016-08-13,20:36:00,2016-08-13 20:36,40K
FRF-0801,2016-08-13,2016-08-13,20:40:00,2016-08-13 20:40,40K
FRF-0801,2016-08-13,2016-08-13,20:41:00,2016-08-13 20:41,40K
FRF-0801,2016-08-13,2016-08-13,20:41:00,2016-08-13 20:41,40K
FRF-0801,2016-08-13,2016-08-13,20:41:00,2016-08-13 20:41,40K
FRF-0801,2016-08-13,2016-08-13,20:44:00,2016-08-13 20:44,40K
FRF-0801,2016-08-13,2016-08-13,20:44:00,2016-08-13 20:44,40K
FRF-0801,2016-08-13,2016-08-13,20:48:00,2016-08-13 20:48,40K
FRF-0801,2016-08-13,2016-08-13,20:48:00,2016-08-13 20:48,40K
FRF-0801,2016-08-13,2016-08-13,20:51:00,2016-08-13 20:51,40K
FRF-0801,2016-08-13,2016-08-13,20:51:00,2016-08-13 20:51,40K
FRF-0801,2016-08-13,2016-08-13,20:52:00,2016-08-13 20:52,40K
FRF-0801,2016-08-13,2016-08-13,20:52:00,2016-08-13 20:52,40K
FRF-0801,2016-08-14,2016-08-14,20:32:00,2016-08-14 20:32,40K
FRF-0801,2016-08-14,2016-08-14,20:32:00,2016-08-14 20:32,40K
FRF-0801,2016-08-14,2016-08-14,20:33:00,2016-08-14 20:33,40K
FRF-0801,2016-08-14,2016-08-14,20:33:00,2016-08-14 20:33,40K
FRF-0801,2016-08-14,2016-08-14,20:33:00,2016-08-14 20:33,40K
FRF-0801,2016-08-14,2016-08-14,20:33:00,2016-08-14 20:33,40K
FRF-0801,2016-08-14,2016-08-14,20:33:00,2016-08-14 20:33,40K
FRF-0801,2016-08-14,2016-08-14,20:34:00,2016-08-14 20:34,40K
FRF-0801,2016-08-14,2016-08-14,20:34:00,2016-08-14 20:34,40K
FRF-0801,2016-08-14,2016-08-14,20:35:00,2016-08-14 20:35,40K
FRF-0801,2016-08-14,2016-08-14,20:35:00,2016-08-14 20:35,40K
FRF-0801,2016-08-14,2016-08-14,20:35:00,2016-08-14 20:35,40K
FRF-0801,2016-08-14,2016-08-14,20:35:00,2016-08-14 20:35,40K
FRF-0801,2016-08-14,2016-08-14,20:36:00,2016-08-14 20:36,40K
FRF-0801,2016-08-14,2016-08-14,20:36:00,2016-08-14 20:36,40K
FRF-0801,2016-08-14,2016-08-14,20:37:00,2016-08-14 20:37,40K
FRF-0801,2016-08-14,2016-08-14,20:38:00,2016-08-14 20:38,40K
FRF-0801,2016-08-14,2016-08-14,20:38:00,2016-08-14 20:38,40K
FRF-0801,2016-08-14,2016-08-14,20:38:00,2016-08-14 20:38,40K
FRF-0801,2016-08-14,2016-08-14,20:38:00,2016-08-14 20:38,40K
FRF-0801,2016-08-14,2016-08-14,20:39:00,2016-08-14 20:39,40K
FRF-0801,2016-08-14,2016-08-14,20:40:00,2016-08-14 20:40,40K
FRF-0801,2016-08-14,2016-08-14,20:40:00,2016-08-14 20:40,40K
FRF-0801,2016-08-14,2016-08-14,20:40:00,2016-08-14 20:40,40K
FRF-0801,2016-08-14,2016-08-14,20:40:00,2016-08-14 20:40,40K
FRF-0801,2016-08-14,2016-08-14,20:41:00,2016-08-14 20:41,40K
FRF-0801,2016-08-14,2016-08-14,20:41:00,2016-08-14 20:41,40K
FRF-0801,2016-08-14,2016-08-14,20:42:00,2016-08-14 20:42,40K
FRF-0801,2016-08-14,2016-08-14,20:42:00,2016-08-14 20:42,40K
FRF-0801,2016-08-14,2016-08-14,20:42:00,2016-08-14 20:42,40K
FRF-0801,2016-08-14,2016-08-14,20:43:00,2016-08-14 20:43,40K
FRF-0801,2016-08-14,2016-08-14,20:44:00,2016-08-14 20:44,40K
FRF-0801,2016-08-14,2016-08-14,20:45:00,2016-08-14 20:45,40K
FRF-0801,2016-08-14,2016-08-14,20:45:00,2016-08-14 20:45,40K
FRF-0801,2016-08-14,2016-08-14,20:46:00,2016-08-14 20:46,40K
FRF-0801,2016-08-14,2016-08-14,20:46:00,2016-08-14 20:46,40K
FRF-0801,2016-08-14,2016-08-14,20:46:00,2016-08-14 20:46,40K
FRF-0801,2016-08-14,2016-08-14,20:47:00,2016-08-14 20:47,40K
FRF-0801,2016-08-14,2016-08-14,20:49:00,2016-08-14 20:49,40K
FRF-0801,2016-08-15,2016-08-14,3:52:00,2016-08-15 3:52,40K
FRF-0801,2016-08-15,2016-08-14,5:41:00,2016-08-15 5:41,40K
FRF-0801,2016-08-15,2016-08-14,5:51:00,2016-08-15 5:51,40K
FRF-0801,2016-08-15,2016-08-14,5:52:00,2016-08-15 5:52,40K
FRF-0801,2016-08-15,2016-08-15,20:31:00,2016-08-15 20:31,40K
FRF-0801,2016-08-15,2016-08-15,20:31:00,2016-08-15 20:31,40K
FRF-0801,2016-08-15,2016-08-15,20:32:00,2016-08-15 20:32,40K
FRF-0801,2016-08-15,2016-08-15,20:32:00,2016-08-15 20:32,40K
FRF-0801,2016-08-15,2016-08-15,20:32:00,2016-08-15 20:32,40K
FRF-0801,2016-08-15,2016-08-15,20:32:00,2016-08-15 20:32,40K
FRF-0801,2016-08-15,2016-08-15,20:33:00,2016-08-15 20:33,40K
FRF-0801,2016-08-15,2016-08-15,20:33:00,2016-08-15 20:33,40K
FRF-0801,2016-08-15,2016-08-15,20:33:00,2016-08-15 20:33,40K
FRF-0801,2016-08-15,2016-08-15,20:33:00,2016-08-15 20:33,40K
FRF-0801,2016-08-15,2016-08-15,20:33:00,2016-08-15 20:33,40K
FRF-0801,2016-08-15,2016-08-15,20:33:00,2016-08-15 20:33,40K
FRF-0801,2016-08-15,2016-08-15,20:33:00,2016-08-15 20:33,40K
FRF-0801,2016-08-15,2016-08-15,20:34:00,2016-08-15 20:34,40K
FRF-0801,2016-08-15,2016-08-15,20:34:00,2016-08-15 20:34,40K
FRF-0801,2016-08-15,2016-08-15,20:34:00,2016-08-15 20:34,40K
FRF-0801,2016-08-15,2016-08-15,20:34:00,2016-08-15 20:34,40K
FRF-0801,2016-08-15,2016-08-15,20:34:00,2016-08-15 20:34,40K
FRF-0801,2016-08-15,2016-08-15,20:35:00,2016-08-15 20:35,40K
FRF-0801,2016-08-15,2016-08-15,20:35:00,2016-08-15 20:35,40K
FRF-0801,2016-08-15,2016-08-15,20:35:00,2016-08-15 20:35,40K
FRF-0801,2016-08-15,2016-08-15,20:35:00,2016-08-15 20:35,40K
FRF-0801,2016-08-15,2016-08-15,20:36:00,2016-08-15 20:36,40K
FRF-0801,2016-08-15,2016-08-15,20:36:00,2016-08-15 20:36,40K
FRF-0801,2016-08-15,2016-08-15,20:36:00,2016-08-15 20:36,40K
FRF-0801,2016-08-15,2016-08-15,20:36:00,2016-08-15 20:36,40K
FRF-0801,2016-08-15,2016-08-15,20:37:00,2016-08-15 20:37,40K
FRF-0801,2016-08-15,2016-08-15,20:37:00,2016-08-15 20:37,40K
FRF-0801,2016-08-15,2016-08-15,20:38:00,2016-08-15 20:38,40K
FRF-0801,2016-08-15,2016-08-15,20:38:00,2016-08-15 20:38,40K
FRF-0801,2016-08-15,2016-08-15,20:38:00,2016-08-15 20:38,40K
FRF-0801,2016-08-15,2016-08-15,20:38:00,2016-08-15 20:38,40K
FRF-0801,2016-08-15,2016-08-15,20:38:00,2016-08-15 20:38,40K
FRF-0801,2016-08-15,2016-08-15,20:39:00,2016-08-15 20:39,40K
FRF-0801,2016-08-15,2016-08-15,20:39:00,2016-08-15 20:39,40K
FRF-0801,2016-08-15,2016-08-15,20:39:00,2016-08-15 20:39,40K
FRF-0801,2016-08-15,2016-08-15,20:39:00,2016-08-15 20:39,40K
FRF-0801,2016-08-15,2016-08-15,20:41:00,2016-08-15 20:41,40K
FRF-0801,2016-08-15,2016-08-15,20:41:00,2016-08-15 20:41,40K
FRF-0801,2016-08-15,2016-08-15,20:42:00,2016-08-15 20:42,40K
FRF-0801,2016-08-15,2016-08-15,20:43:00,2016-08-15 20:43,40K
FRF-0801,2016-08-15,2016-08-15,20:43:00,2016-08-15 20:43,40K
FRF-0801,2016-08-15,2016-08-15,20:48:00,2016-08-15 20:48,40K
FRF-0801,2016-08-16,2016-08-15,5:45:00,2016-08-16 5:45,40K
FRF-0801,2016-08-01,2016-08-01,23:23:00,2016-08-01 23:23,45K
FRF-0801,2016-08-01,2016-08-01,23:25:00,2016-08-01 23:25,45K
FRF-0801,2016-08-01,2016-08-01,23:25:00,2016-08-01 23:25,45K
FRF-0801,2016-08-01,2016-08-01,23:27:00,2016-08-01 23:27,45K
FRF-0801,2016-08-01,2016-08-01,23:31:00,2016-08-01 23:31,45K
FRF-0801,2016-08-01,2016-08-01,23:38:00,2016-08-01 23:38,45K
FRF-0801,2016-08-01,2016-08-01,23:56:00,2016-08-01 23:56,45K
FRF-0801,2016-08-02,2016-08-01,1:47:00,2016-08-02 1:47,45K
FRF-0801,2016-08-02,2016-08-01,1:53:00,2016-08-02 1:53,45K
FRF-0801,2016-08-04,2016-08-04,22:29:00,2016-08-04 22:29,45K
FRF-0801,2016-08-04,2016-08-04,22:43:00,2016-08-04 22:43,45K
FRF-0801,2016-08-04,2016-08-04,22:47:00,2016-08-04 22:47,45K
FRF-0801,2016-08-04,2016-08-04,22:51:00,2016-08-04 22:51,45K
FRF-0801,2016-08-07,2016-08-07,23:19:00,2016-08-07 23:19,45K
FRF-0801,2016-08-10,2016-08-10,20:37:00,2016-08-10 20:37,45K
FRF-0801,2016-08-10,2016-08-10,20:40:00,2016-08-10 20:40,45K
FRF-0801,2016-08-10,2016-08-10,20:41:00,2016-08-10 20:41,45K
FRF-0801,2016-08-10,2016-08-10,20:44:00,2016-08-10 20:44,45K
FRF-0801,2016-08-10,2016-08-10,20:47:00,2016-08-10 20:47,45K
FRF-0801,2016-08-10,2016-08-10,20:49:00,2016-08-10 20:49,45K
FRF-0801,2016-08-10,2016-08-10,20:50:00,2016-08-10 20:50,45K
FRF-0801,2016-08-11,2016-08-10,4:43:00,2016-08-11 4:43,45K
FRF-0801,2016-08-11,2016-08-11,20:39:00,2016-08-11 20:39,45K
FRF-0801,2016-08-11,2016-08-11,20:39:00,2016-08-11 20:39,45K
FRF-0801,2016-08-11,2016-08-11,20:39:00,2016-08-11 20:39,45K
FRF-0801,2016-08-11,2016-08-11,20:39:00,2016-08-11 20:39,45K
FRF-0801,2016-08-11,2016-08-11,20:40:00,2016-08-11 20:40,45K
FRF-0801,2016-08-11,2016-08-11,20:40:00,2016-08-11 20:40,45K
FRF-0801,2016-08-11,2016-08-11,20:41:00,2016-08-11 20:41,45K
FRF-0801,2016-08-11,2016-08-11,20:41:00,2016-08-11 20:41,45K
FRF-0801,2016-08-11,2016-08-11,20:41:00,2016-08-11 20:41,45K
FRF-0801,2016-08-11,2016-08-11,20:41:00,2016-08-11 20:41,45K
FRF-0801,2016-08-11,2016-08-11,20:42:00,2016-08-11 20:42,45K
FRF-0801,2016-08-11,2016-08-11,20:42:00,2016-08-11 20:42,45K
FRF-0801,2016-08-11,2016-08-11,20:42:00,2016-08-11 20:42,45K
FRF-0801,2016-08-11,2016-08-11,20:42:00,2016-08-11 20:42,45K
FRF-0801,2016-08-11,2016-08-11,20:43:00,2016-08-11 20:43,45K
FRF-0801,2016-08-11,2016-08-11,20:44:00,2016-08-11 20:44,45K
FRF-0801,2016-08-11,2016-08-11,20:44:00,2016-08-11 20:44,45K
FRF-0801,2016-08-11,2016-08-11,20:45:00,2016-08-11 20:45,45K
FRF-0801,2016-08-11,2016-08-11,20:46:00,2016-08-11 20:46,45K
FRF-0801,2016-08-11,2016-08-11,20:46:00,2016-08-11 20:46,45K
FRF-0801,2016-08-11,2016-08-11,20:47:00,2016-08-11 20:47,45K
FRF-0801,2016-08-11,2016-08-11,20:48:00,2016-08-11 20:48,45K
FRF-0801,2016-08-11,2016-08-11,20:48:00,2016-08-11 20:48,45K
FRF-0801,2016-08-11,2016-08-11,20:49:00,2016-08-11 20:49,45K
FRF-0801,2016-08-11,2016-08-11,20:49:00,2016-08-11 20:49,45K
FRF-0801,2016-08-11,2016-08-11,20:49:00,2016-08-11 20:49,45K
FRF-0801,2016-08-11,2016-08-11,20:50:00,2016-08-11 20:50,45K
FRF-0801,2016-08-11,2016-08-11,20:50:00,2016-08-11 20:50,45K
FRF-0801,2016-08-11,2016-08-11,20:51:00,2016-08-11 20:51,45K
FRF-0801,2016-08-11,2016-08-11,20:51:00,2016-08-11 20:51,45K
FRF-0801,2016-08-11,2016-08-11,20:52:00,2016-08-11 20:52,45K
FRF-0801,2016-08-11,2016-08-11,20:52:00,2016-08-11 20:52,45K
FRF-0801,2016-08-11,2016-08-11,20:52:00,2016-08-11 20:52,45K
FRF-0801,2016-08-11,2016-08-11,20:54:00,2016-08-11 20:54,45K
FRF-0801,2016-08-11,2016-08-11,20:54:00,2016-08-11 20:54,45K
FRF-0801,2016-08-11,2016-08-11,20:54:00,2016-08-11 20:54,45K
FRF-0801,2016-08-11,2016-08-11,20:54:00,2016-08-11 20:54,45K
FRF-0801,2016-08-11,2016-08-11,20:58:00,2016-08-11 20:58,45K
FRF-0801,2016-08-11,2016-08-11,21:30:00,2016-08-11 21:30,45K
FRF-0801,2016-08-11,2016-08-11,22:44:00,2016-08-11 22:44,45K
FRF-0801,2016-08-11,2016-08-11,23:30:00,2016-08-11 23:30,45K
FRF-0801,2016-08-12,2016-08-11,0:21:00,2016-08-12 0:21,45K
FRF-0801,2016-08-12,2016-08-12,20:34:00,2016-08-12 20:34,45K
FRF-0801,2016-08-12,2016-08-12,20:35:00,2016-08-12 20:35,45K
FRF-0801,2016-08-12,2016-08-12,20:35:00,2016-08-12 20:35,45K
FRF-0801,2016-08-12,2016-08-12,20:35:00,2016-08-12 20:35,45K
FRF-0801,2016-08-12,2016-08-12,20:36:00,2016-08-12 20:36,45K
FRF-0801,2016-08-12,2016-08-12,20:36:00,2016-08-12 20:36,45K
FRF-0801,2016-08-12,2016-08-12,20:36:00,2016-08-12 20:36,45K
FRF-0801,2016-08-12,2016-08-12,20:36:00,2016-08-12 20:36,45K
FRF-0801,2016-08-12,2016-08-12,20:36:00,2016-08-12 20:36,45K
FRF-0801,2016-08-12,2016-08-12,20:36:00,2016-08-12 20:36,45K
FRF-0801,2016-08-12,2016-08-12,20:37:00,2016-08-12 20:37,45K
FRF-0801,2016-08-12,2016-08-12,20:37:00,2016-08-12 20:37,45K
FRF-0801,2016-08-12,2016-08-12,20:37:00,2016-08-12 20:37,45K
FRF-0801,2016-08-12,2016-08-12,20:38:00,2016-08-12 20:38,45K
FRF-0801,2016-08-12,2016-08-12,20:38:00,2016-08-12 20:38,45K
FRF-0801,2016-08-12,2016-08-12,20:38:00,2016-08-12 20:38,45K
FRF-0801,2016-08-12,2016-08-12,20:38:00,2016-08-12 20:38,45K
FRF-0801,2016-08-12,2016-08-12,20:38:00,2016-08-12 20:38,45K
FRF-0801,2016-08-12,2016-08-12,20:39:00,2016-08-12 20:39,45K
FRF-0801,2016-08-12,2016-08-12,20:40:00,2016-08-12 20:40,45K
FRF-0801,2016-08-12,2016-08-12,20:40:00,2016-08-12 20:40,45K
FRF-0801,2016-08-12,2016-08-12,20:41:00,2016-08-12 20:41,45K
FRF-0801,2016-08-12,2016-08-12,20:41:00,2016-08-12 20:41,45K
FRF-0801,2016-08-12,2016-08-12,20:42:00,2016-08-12 20:42,45K
FRF-0801,2016-08-12,2016-08-12,20:42:00,2016-08-12 20:42,45K
FRF-0801,2016-08-12,2016-08-12,20:43:00,2016-08-12 20:43,45K
FRF-0801,2016-08-12,2016-08-12,20:44:00,2016-08-12 20:44,45K
FRF-0801,2016-08-12,2016-08-12,20:44:00,2016-08-12 20:44,45K
FRF-0801,2016-08-12,2016-08-12,20:44:00,2016-08-12 20:44,45K
FRF-0801,2016-08-12,2016-08-12,20:44:00,2016-08-12 20:44,45K
FRF-0801,2016-08-12,2016-08-12,20:44:00,2016-08-12 20:44,45K
FRF-0801,2016-08-12,2016-08-12,20:45:00,2016-08-12 20:45,45K
FRF-0801,2016-08-12,2016-08-12,20:45:00,2016-08-12 20:45,45K
FRF-0801,2016-08-12,2016-08-12,20:45:00,2016-08-12 20:45,45K
FRF-0801,2016-08-12,2016-08-12,20:45:00,2016-08-12 20:45,45K
FRF-0801,2016-08-12,2016-08-12,20:45:00,2016-08-12 20:45,45K
FRF-0801,2016-08-12,2016-08-12,20:47:00,2016-08-12 20:47,45K
FRF-0801,2016-08-12,2016-08-12,20:47:00,2016-08-12 20:47,45K
FRF-0801,2016-08-12,2016-08-12,20:48:00,2016-08-12 20:48,45K
FRF-0801,2016-08-12,2016-08-12,20:48:00,2016-08-12 20:48,45K
FRF-0801,2016-08-12,2016-08-12,20:48:00,2016-08-12 20:48,45K
FRF-0801,2016-08-12,2016-08-12,20:48:00,2016-08-12 20:48,45K
FRF-0801,2016-08-12,2016-08-12,20:48:00,2016-08-12 20:48,45K
FRF-0801,2016-08-12,2016-08-12,20:49:00,2016-08-12 20:49,45K
FRF-0801,2016-08-12,2016-08-12,20:49:00,2016-08-12 20:49,45K
FRF-0801,2016-08-12,2016-08-12,20:50:00,2016-08-12 20:50,45K
FRF-0801,2016-08-12,2016-08-12,20:51:00,2016-08-12 20:51,45K
FRF-0801,2016-08-12,2016-08-12,20:51:00,2016-08-12 20:51,45K
FRF-0801,2016-08-12,2016-08-12,20:52:00,2016-08-12 20:52,45K
FRF-0801,2016-08-12,2016-08-12,20:53:00,2016-08-12 20:53,45K
FRF-0801,2016-08-12,2016-08-12,20:53:00,2016-08-12 20:53,45K
FRF-0801,2016-08-13,2016-08-13,20:32:00,2016-08-13 20:32,45K
FRF-0801,2016-08-13,2016-08-13,20:33:00,2016-08-13 20:33,45K
FRF-0801,2016-08-13,2016-08-13,20:33:00,2016-08-13 20:33,45K
FRF-0801,2016-08-13,2016-08-13,20:34:00,2016-08-13 20:34,45K
FRF-0801,2016-08-13,2016-08-13,20:34:00,2016-08-13 20:34,45K
FRF-0801,2016-08-13,2016-08-13,20:34:00,2016-08-13 20:34,45K
FRF-0801,2016-08-13,2016-08-13,20:34:00,2016-08-13 20:34,45K
FRF-0801,2016-08-13,2016-08-13,20:34:00,2016-08-13 20:34,45K
FRF-0801,2016-08-13,2016-08-13,20:35:00,2016-08-13 20:35,45K
FRF-0801,2016-08-13,2016-08-13,20:35:00,2016-08-13 20:35,45K
FRF-0801,2016-08-13,2016-08-13,20:35:00,2016-08-13 20:35,45K
FRF-0801,2016-08-13,2016-08-13,20:36:00,2016-08-13 20:36,45K
FRF-0801,2016-08-13,2016-08-13,20:36:00,2016-08-13 20:36,45K
FRF-0801,2016-08-13,2016-08-13,20:37:00,2016-08-13 20:37,45K
FRF-0801,2016-08-13,2016-08-13,20:37:00,2016-08-13 20:37,45K
FRF-0801,2016-08-13,2016-08-13,20:37:00,2016-08-13 20:37,45K
FRF-0801,2016-08-13,2016-08-13,20:37:00,2016-08-13 20:37,45K
FRF-0801,2016-08-13,2016-08-13,20:37:00,2016-08-13 20:37,45K
FRF-0801,2016-08-13,2016-08-13,20:38:00,2016-08-13 20:38,45K
FRF-0801,2016-08-13,2016-08-13,20:38:00,2016-08-13 20:38,45K
FRF-0801,2016-08-13,2016-08-13,20:38:00,2016-08-13 20:38,45K
FRF-0801,2016-08-13,2016-08-13,20:38:00,2016-08-13 20:38,45K
FRF-0801,2016-08-13,2016-08-13,20:39:00,2016-08-13 20:39,45K
FRF-0801,2016-08-13,2016-08-13,20:39:00,2016-08-13 20:39,45K
FRF-0801,2016-08-13,2016-08-13,20:39:00,2016-08-13 20:39,45K
FRF-0801,2016-08-13,2016-08-13,20:39:00,2016-08-13 20:39,45K
FRF-0801,2016-08-13,2016-08-13,20:40:00,2016-08-13 20:40,45K
FRF-0801,2016-08-13,2016-08-13,20:40:00,2016-08-13 20:40,45K
FRF-0801,2016-08-13,2016-08-13,20:40:00,2016-08-13 20:40,45K
FRF-0801,2016-08-13,2016-08-13,20:41:00,2016-08-13 20:41,45K
FRF-0801,2016-08-13,2016-08-13,20:41:00,2016-08-13 20:41,45K
FRF-0801,2016-08-13,2016-08-13,20:42:00,2016-08-13 20:42,45K
FRF-0801,2016-08-13,2016-08-13,20:42:00,2016-08-13 20:42,45K
FRF-0801,2016-08-13,2016-08-13,20:42:00,2016-08-13 20:42,45K
FRF-0801,2016-08-13,2016-08-13,20:42:00,2016-08-13 20:42,45K
FRF-0801,2016-08-13,2016-08-13,20:43:00,2016-08-13 20:43,45K
FRF-0801,2016-08-13,2016-08-13,20:43:00,2016-08-13 20:43,45K
FRF-0801,2016-08-13,2016-08-13,20:43:00,2016-08-13 20:43,45K
FRF-0801,2016-08-13,2016-08-13,20:43:00,2016-08-13 20:43,45K
FRF-0801,2016-08-13,2016-08-13,20:43:00,2016-08-13 20:43,45K
