Site,Date,Night,Time,DateTimeOriginal,SpeciesID
FRF-0619,2016-06-20,2016-06-20,23:38:22,2016-06-20 23:38,40K
FRF-0619,2016-06-20,2016-06-20,23:40:47,2016-06-20 23:40,45K
FRF-0619,2016-06-20,2016-06-20,23:41:07,2016-06-20 23:41,45K
FRF-0619,2016-06-20,2016-06-20,23:41:33,2016-06-20 23:41,45K
FRF-0619,2016-06-20,2016-06-20,23:41:33,2016-06-20 23:41,MYYU
FRF-0619,2016-06-20,2016-06-20,23:41:56,2016-06-20 23:41,40K
FRF-0619,2016-06-20,2016-06-20,23:42:18,2016-06-20 23:42,40K
FRF-0619,2016-06-20,2016-06-20,23:42:58,2016-06-20 23:42,40K
FRF-0619,2016-06-20,2016-06-20,23:43:34,2016-06-20 23:43,NOISE
FRF-0619,2016-06-20,2016-06-20,23:43:49,2016-06-20 23:43,40K
FRF-0619,2016-06-20,2016-06-20,23:44:19,2016-06-20 23:44,40K
FRF-0619,2016-06-20,2016-06-20,23:44:42,2016-06-20 23:44,40K
FRF-0619,2016-06-20,2016-06-20,23:45:17,2016-06-20 23:45,40K
FRF-0619,2016-06-20,2016-06-20,23:45:28,2016-06-20 23:45,40K
FRF-0619,2016-06-20,2016-06-20,23:45:44,2016-06-20 23:45,40K
FRF-0619,2016-06-20,2016-06-20,23:46:07,2016-06-20 23:46,MYLU
FRF-0619,2016-06-20,2016-06-20,23:47:53,2016-06-20 23:47,40K
FRF-0619,2016-06-20,2016-06-20,23:48:45,2016-06-20 23:48,MYLU
FRF-0619,2016-06-20,2016-06-20,23:49:27,2016-06-20 23:49,40K
FRF-0619,2016-06-20,2016-06-20,23:50:13,2016-06-20 23:50,40K
FRF-0619,2016-06-20,2016-06-20,23:51:12,2016-06-20 23:51,40K
FRF-0619,2016-06-20,2016-06-20,23:52:06,2016-06-20 23:52,NOISE
FRF-0619,2016-06-20,2016-06-20,23:52:54,2016-06-20 23:52,40K
FRF-0619,2016-06-20,2016-06-20,23:53:20,2016-06-20 23:53,45K
FRF-0619,2016-06-20,2016-06-20,23:53:28,2016-06-20 23:53,45K
FRF-0619,2016-06-20,2016-06-20,23:54:21,2016-06-20 23:54,40K
FRF-0619,2016-06-20,2016-06-20,23:56:05,2016-06-20 23:56,MYYU
FRF-0619,2016-06-20,2016-06-20,23:56:30,2016-06-20 23:56,45K
FRF-0619,2016-06-21,2016-06-20,0:00:02,2016-06-21 0:00,40K
FRF-0619,2016-06-21,2016-06-20,0:00:34,2016-06-21 0:00,40K
FRF-0619,2016-06-21,2016-06-20,0:01:19,2016-06-21 0:01,40K
FRF-0619,2016-06-21,2016-06-20,0:01:43,2016-06-21 0:01,MYLU
FRF-0619,2016-06-21,2016-06-20,0:02:02,2016-06-21 0:02,40K
FRF-0619,2016-06-21,2016-06-20,0:02:13,2016-06-21 0:02,40K
FRF-0619,2016-06-21,2016-06-20,0:02:28,2016-06-21 0:02,40K
FRF-0619,2016-06-21,2016-06-20,0:02:35,2016-06-21 0:02,40K
FRF-0619,2016-06-21,2016-06-20,0:03:04,2016-06-21 0:03,MYLU
FRF-0619,2016-06-21,2016-06-20,0:03:48,2016-06-21 0:03,40K
FRF-0619,2016-06-21,2016-06-20,0:03:52,2016-06-21 0:03,40K
FRF-0619,2016-06-21,2016-06-20,0:03:52,2016-06-21 0:03,MYLU
FRF-0619,2016-06-21,2016-06-20,0:04:39,2016-06-21 0:04,NOISE
FRF-0619,2016-06-21,2016-06-20,0:05:40,2016-06-21 0:05,40K
FRF-0619,2016-06-21,2016-06-20,0:06:03,2016-06-21 0:06,MYLU
FRF-0619,2016-06-21,2016-06-20,0:06:16,2016-06-21 0:06,40K
FRF-0619,2016-06-21,2016-06-20,0:07:16,2016-06-21 0:07,MYLU
FRF-0619,2016-06-21,2016-06-20,0:07:51,2016-06-21 0:07,40K
FRF-0619,2016-06-21,2016-06-20,0:08:05,2016-06-21 0:08,40K
FRF-0619,2016-06-21,2016-06-20,0:08:26,2016-06-21 0:08,40K
FRF-0619,2016-06-21,2016-06-20,0:08:38,2016-06-21 0:08,40K
FRF-0619,2016-06-21,2016-06-20,0:09:05,2016-06-21 0:09,40K
FRF-0619,2016-06-21,2016-06-20,0:09:28,2016-06-21 0:09,MYLU
FRF-0619,2016-06-21,2016-06-20,0:09:44,2016-06-21 0:09,MYLU
FRF-0619,2016-06-21,2016-06-20,0:10:01,2016-06-21 0:10,MYLU
FRF-0619,2016-06-21,2016-06-20,0:10:23,2016-06-21 0:10,45K
FRF-0619,2016-06-21,2016-06-20,0:10:34,2016-06-21 0:10,NOISE
FRF-0619,2016-06-21,2016-06-20,0:10:46,2016-06-21 0:10,35K
FRF-0619,2016-06-21,2016-06-20,0:10:52,2016-06-21 0:10,40K
FRF-0619,2016-07-02,2016-07-01,1:42:51,2016-07-02 1:42,35K
FRF-0619,2016-06-21,2016-06-20,0:11:12,2016-06-21 0:11,35K
FRF-0619,2016-06-21,2016-06-20,0:11:14,2016-06-21 0:11,40K
FRF-0619,2016-06-21,2016-06-20,0:11:28,2016-06-21 0:11,40K
FRF-0619,2016-06-21,2016-06-20,0:11:41,2016-06-21 0:11,40K
FRF-0619,2016-06-21,2016-06-20,0:11:52,2016-06-21 0:11,MYEV
FRF-0619,2016-06-21,2016-06-20,0:12:02,2016-06-21 0:12,NOISE
FRF-0619,2016-06-21,2016-06-20,0:12:35,2016-06-21 0:12,35K
FRF-0619,2016-06-21,2016-06-20,0:12:45,2016-06-21 0:12,40K
FRF-0619,2016-06-21,2016-06-20,0:13:00,2016-06-21 0:13,40K
FRF-0619,2016-06-21,2016-06-20,0:13:01,2016-06-21 0:13,40K
FRF-0619,2016-06-21,2016-06-20,0:13:10,2016-06-21 0:13,MYLU
FRF-0619,2016-06-21,2016-06-20,0:13:25,2016-06-21 0:13,NOISE
FRF-0619,2016-06-21,2016-06-20,0:14:04,2016-06-21 0:14,40K
FRF-0619,2016-06-21,2016-06-20,0:14:14,2016-06-21 0:14,MYEV
FRF-0619,2016-06-21,2016-06-20,0:14:34,2016-06-21 0:14,45K
FRF-0619,2016-06-21,2016-06-20,0:15:26,2016-06-21 0:15,MYLU
FRF-0619,2016-06-21,2016-06-20,0:15:52,2016-06-21 0:15,45K
FRF-0619,2016-06-21,2016-06-20,0:16:31,2016-06-21 0:16,40K
FRF-0619,2016-06-21,2016-06-20,0:16:37,2016-06-21 0:16,EPFULANO
FRF-0619,2016-06-21,2016-06-20,0:16:51,2016-06-21 0:16,MYLU
FRF-0619,2016-06-21,2016-06-20,0:17:07,2016-06-21 0:17,40K
FRF-0619,2016-06-21,2016-06-20,0:17:14,2016-06-21 0:17,40K
FRF-0619,2016-06-21,2016-06-20,0:17:14,2016-06-21 0:17,EPFULANO
FRF-0619,2016-06-21,2016-06-20,0:17:26,2016-06-21 0:17,45K
FRF-0619,2016-06-21,2016-06-20,0:17:36,2016-06-21 0:17,MYLU
FRF-0619,2016-06-21,2016-06-20,0:17:49,2016-06-21 0:17,40K
FRF-0619,2016-06-21,2016-06-20,0:17:57,2016-06-21 0:17,MYLU
FRF-0619,2016-06-21,2016-06-20,0:18:13,2016-06-21 0:18,40K
FRF-0619,2016-06-21,2016-06-20,0:18:37,2016-06-21 0:18,MYLU
FRF-0619,2016-06-21,2016-06-20,0:18:46,2016-06-21 0:18,LANO
FRF-0619,2016-06-21,2016-06-20,0:18:58,2016-06-21 0:18,LANO
FRF-0619,2016-06-21,2016-06-20,0:19:41,2016-06-21 0:19,40K
FRF-0619,2016-06-21,2016-06-20,0:19:47,2016-06-21 0:19,MYYU
FRF-0619,2016-06-21,2016-06-20,0:20:05,2016-06-21 0:20,LANO
FRF-0619,2016-06-21,2016-06-20,0:20:05,2016-06-21 0:20,45K
FRF-0619,2016-06-21,2016-06-20,0:20:12,2016-06-21 0:20,MYYU
FRF-0619,2016-06-21,2016-06-20,0:20:26,2016-06-21 0:20,MYLU
FRF-0619,2016-06-21,2016-06-20,0:20:34,2016-06-21 0:20,LANO
FRF-0619,2016-06-21,2016-06-20,0:20:34,2016-06-21 0:20,45K
FRF-0619,2016-06-21,2016-06-20,0:20:53,2016-06-21 0:20,MYLU
FRF-0619,2016-06-21,2016-06-20,0:21:16,2016-06-21 0:21,MYYU
FRF-0619,2016-06-21,2016-06-20,0:21:34,2016-06-21 0:21,40K
FRF-0619,2016-06-21,2016-06-20,0:21:49,2016-06-21 0:21,40K
FRF-0619,2016-06-21,2016-06-20,0:21:51,2016-06-21 0:21,MYLU
FRF-0619,2016-06-21,2016-06-20,0:22:04,2016-06-21 0:22,45K
FRF-0619,2016-06-21,2016-06-20,0:22:30,2016-06-21 0:22,40K
FRF-0619,2016-06-21,2016-06-20,0:22:38,2016-06-21 0:22,40K
FRF-0619,2016-06-21,2016-06-20,0:22:57,2016-06-21 0:22,MYLU
FRF-0619,2016-06-21,2016-06-20,0:23:12,2016-06-21 0:23,NOISE
FRF-0619,2016-06-21,2016-06-20,0:24:15,2016-06-21 0:24,MYLU
FRF-0619,2016-06-21,2016-06-20,0:24:47,2016-06-21 0:24,45K
FRF-0619,2016-06-21,2016-06-20,0:26:15,2016-06-21 0:26,40K
FRF-0619,2016-06-21,2016-06-20,0:26:42,2016-06-21 0:26,40K
FRF-0619,2016-06-21,2016-06-20,0:26:54,2016-06-21 0:26,MYYU
FRF-0619,2016-06-21,2016-06-20,0:27:29,2016-06-21 0:27,LANO
FRF-0619,2016-07-02,2016-07-01,2:17:44,2016-07-02 2:17,35K
FRF-0619,2016-06-21,2016-06-20,0:28:14,2016-06-21 0:28,MYLU
FRF-0619,2016-06-21,2016-06-20,0:28:29,2016-06-21 0:28,NOISE
FRF-0619,2016-06-21,2016-06-20,0:28:40,2016-06-21 0:28,40K
FRF-0619,2016-06-21,2016-06-20,0:28:53,2016-06-21 0:28,MYLU
FRF-0619,2016-06-21,2016-06-20,0:29:36,2016-06-21 0:29,40K
FRF-0619,2016-06-21,2016-06-20,0:29:59,2016-06-21 0:29,40K
FRF-0619,2016-06-21,2016-06-20,0:30:16,2016-06-21 0:30,MYLU
FRF-0619,2016-06-21,2016-06-20,0:30:27,2016-06-21 0:30,40K
FRF-0619,2016-06-21,2016-06-20,0:30:37,2016-06-21 0:30,NOISE
FRF-0619,2016-06-21,2016-06-20,0:30:43,2016-06-21 0:30,MYLU
FRF-0619,2016-06-21,2016-06-20,0:31:05,2016-06-21 0:31,40K
FRF-0619,2016-06-21,2016-06-20,0:31:32,2016-06-21 0:31,40K
FRF-0619,2016-06-21,2016-06-20,0:31:42,2016-06-21 0:31,MYLU
FRF-0619,2016-06-21,2016-06-20,0:32:33,2016-06-21 0:32,40K
FRF-0619,2016-06-21,2016-06-20,0:32:47,2016-06-21 0:32,40K
FRF-0619,2016-06-21,2016-06-20,0:33:04,2016-06-21 0:33,MYLU
FRF-0619,2016-06-21,2016-06-20,0:33:29,2016-06-21 0:33,MYYU
FRF-0619,2016-06-21,2016-06-20,0:33:41,2016-06-21 0:33,MYLU
FRF-0619,2016-06-21,2016-06-20,0:33:52,2016-06-21 0:33,MYLU
FRF-0619,2016-06-21,2016-06-20,0:34:07,2016-06-21 0:34,40K
FRF-0619,2016-06-21,2016-06-20,0:34:17,2016-06-21 0:34,40K
FRF-0619,2016-06-21,2016-06-20,0:34:27,2016-06-21 0:34,MYLU
FRF-0619,2016-06-21,2016-06-20,0:34:37,2016-06-21 0:34,MYLU
FRF-0619,2016-06-21,2016-06-20,0:34:47,2016-06-21 0:34,MYLU
FRF-0619,2016-06-21,2016-06-20,0:35:12,2016-06-21 0:35,40K
FRF-0619,2016-06-21,2016-06-20,0:35:21,2016-06-21 0:35,40K
FRF-0619,2016-06-21,2016-06-20,0:35:37,2016-06-21 0:35,40K
FRF-0619,2016-06-21,2016-06-20,0:35:44,2016-06-21 0:35,40K
FRF-0619,2016-06-21,2016-06-20,0:35:50,2016-06-21 0:35,40K
FRF-0619,2016-06-21,2016-06-20,0:35:56,2016-06-21 0:35,MYLU
FRF-0619,2016-06-21,2016-06-20,0:36:12,2016-06-21 0:36,MYLU
FRF-0619,2016-06-21,2016-06-20,0:36:25,2016-06-21 0:36,40K
FRF-0619,2016-06-21,2016-06-20,0:36:39,2016-06-21 0:36,MYLU
FRF-0619,2016-06-21,2016-06-20,0:37:05,2016-06-21 0:37,40K
FRF-0619,2016-06-21,2016-06-20,0:37:20,2016-06-21 0:37,40K
FRF-0619,2016-06-21,2016-06-20,0:37:31,2016-06-21 0:37,MYYU
FRF-0619,2016-06-21,2016-06-20,0:37:44,2016-06-21 0:37,40K
FRF-0619,2016-06-21,2016-06-20,0:37:51,2016-06-21 0:37,40K
FRF-0619,2016-06-21,2016-06-20,0:38:03,2016-06-21 0:38,MYLU
FRF-0619,2016-06-21,2016-06-20,0:38:17,2016-06-21 0:38,MYLU
FRF-0619,2016-06-21,2016-06-20,0:38:32,2016-06-21 0:38,MYLU
FRF-0619,2016-06-21,2016-06-20,0:38:52,2016-06-21 0:38,MYLU
FRF-0619,2016-06-21,2016-06-20,0:39:07,2016-06-21 0:39,MYYU
FRF-0619,2016-06-21,2016-06-20,0:39:41,2016-06-21 0:39,40K
FRF-0619,2016-06-21,2016-06-20,0:39:47,2016-06-21 0:39,MYLU
FRF-0619,2016-06-21,2016-06-20,0:40:05,2016-06-21 0:40,MYLU
FRF-0619,2016-06-21,2016-06-20,0:40:21,2016-06-21 0:40,45K
FRF-0619,2016-06-21,2016-06-20,0:41:01,2016-06-21 0:41,MYLU
FRF-0619,2016-06-21,2016-06-20,0:41:11,2016-06-21 0:41,40K
FRF-0619,2016-06-21,2016-06-20,0:41:25,2016-06-21 0:41,MYLU
FRF-0619,2016-06-21,2016-06-20,0:41:35,2016-06-21 0:41,40K
FRF-0619,2016-06-21,2016-06-20,0:41:53,2016-06-21 0:41,MYLU
FRF-0619,2016-06-21,2016-06-20,0:42:05,2016-06-21 0:42,40K
FRF-0619,2016-06-21,2016-06-20,0:42:16,2016-06-21 0:42,MYLU
FRF-0619,2016-06-21,2016-06-20,0:42:37,2016-06-21 0:42,40K
FRF-0619,2016-06-21,2016-06-20,0:42:50,2016-06-21 0:42,MYLU
FRF-0619,2016-06-21,2016-06-20,0:46:51,2016-06-21 0:46,MYLU
FRF-0619,2016-06-21,2016-06-20,0:47:08,2016-06-21 0:47,MYLU
FRF-0619,2016-06-21,2016-06-20,0:47:17,2016-06-21 0:47,40K
FRF-0619,2016-06-21,2016-06-20,0:47:42,2016-06-21 0:47,MYLU
FRF-0619,2016-06-21,2016-06-20,0:48:10,2016-06-21 0:48,45K
FRF-0619,2016-06-21,2016-06-20,0:48:36,2016-06-21 0:48,40K
FRF-0619,2016-06-21,2016-06-20,0:48:41,2016-06-21 0:48,MYLU
FRF-0619,2016-06-21,2016-06-20,0:48:56,2016-06-21 0:48,NOISE
FRF-0619,2016-06-21,2016-06-20,0:49:06,2016-06-21 0:49,MYLU
FRF-0619,2016-06-21,2016-06-20,0:49:33,2016-06-21 0:49,MYLU
FRF-0619,2016-06-21,2016-06-20,0:50:11,2016-06-21 0:50,45K
FRF-0619,2016-06-21,2016-06-20,0:50:22,2016-06-21 0:50,40K
FRF-0619,2016-06-21,2016-06-20,0:50:26,2016-06-21 0:50,40K
FRF-0619,2016-06-21,2016-06-20,0:51:36,2016-06-21 0:51,40K
FRF-0619,2016-06-21,2016-06-20,0:52:12,2016-06-21 0:52,40K
FRF-0619,2016-06-21,2016-06-20,0:52:36,2016-06-21 0:52,40K
FRF-0619,2016-06-21,2016-06-20,0:52:36,2016-06-21 0:52,50K
FRF-0619,2016-06-21,2016-06-20,0:52:47,2016-06-21 0:52,40K
FRF-0619,2016-06-21,2016-06-20,0:53:05,2016-06-21 0:53,MYYU
FRF-0619,2016-06-21,2016-06-20,0:53:05,2016-06-21 0:53,45K
FRF-0619,2016-06-21,2016-06-20,0:53:18,2016-06-21 0:53,MYLU
FRF-0619,2016-06-21,2016-06-20,0:53:27,2016-06-21 0:53,MYYU
FRF-0619,2016-06-21,2016-06-20,0:53:27,2016-06-21 0:53,40K
FRF-0619,2016-06-21,2016-06-20,0:53:42,2016-06-21 0:53,40K
FRF-0619,2016-06-21,2016-06-20,0:53:44,2016-06-21 0:53,40K
FRF-0619,2016-06-21,2016-06-20,0:53:52,2016-06-21 0:53,MYYU
FRF-0619,2016-06-21,2016-06-20,0:54:11,2016-06-21 0:54,40K
FRF-0619,2016-06-21,2016-06-20,0:55:05,2016-06-21 0:55,40K
FRF-0619,2016-06-21,2016-06-20,0:55:29,2016-06-21 0:55,MYLU
FRF-0619,2016-06-21,2016-06-20,0:55:44,2016-06-21 0:55,NOISE
FRF-0619,2016-06-21,2016-06-20,0:56:03,2016-06-21 0:56,NOISE
FRF-0619,2016-06-21,2016-06-20,0:56:10,2016-06-21 0:56,40K
FRF-0619,2016-06-21,2016-06-20,0:56:40,2016-06-21 0:56,40K
FRF-0619,2016-06-21,2016-06-20,0:57:17,2016-06-21 0:57,40K
FRF-0619,2016-06-21,2016-06-20,0:58:23,2016-06-21 0:58,MYLU
FRF-0619,2016-06-21,2016-06-20,0:58:48,2016-06-21 0:58,MYLU
FRF-0619,2016-06-21,2016-06-20,0:59:31,2016-06-21 0:59,45K
FRF-0619,2016-06-21,2016-06-20,1:00:23,2016-06-21 1:00,40K
FRF-0619,2016-06-21,2016-06-20,1:01:03,2016-06-21 1:01,40K
FRF-0619,2016-06-21,2016-06-20,1:01:10,2016-06-21 1:01,NOISE
FRF-0619,2016-06-21,2016-06-20,1:02:34,2016-06-21 1:02,40K
FRF-0619,2016-06-21,2016-06-20,1:02:49,2016-06-21 1:02,40K
FRF-0619,2016-06-21,2016-06-20,1:04:22,2016-06-21 1:04,40K
FRF-0619,2016-06-21,2016-06-20,1:04:42,2016-06-21 1:04,40K
FRF-0619,2016-06-21,2016-06-20,1:05:52,2016-06-21 1:05,40K
FRF-0619,2016-06-21,2016-06-20,1:06:51,2016-06-21 1:06,MYLU
FRF-0619,2016-06-21,2016-06-20,1:07:06,2016-06-21 1:07,MYLU
FRF-0619,2016-06-21,2016-06-20,1:07:08,2016-06-21 1:07,MYLU
FRF-0619,2016-06-21,2016-06-20,1:07:30,2016-06-21 1:07,40K
FRF-0619,2016-06-21,2016-06-20,1:07:51,2016-06-21 1:07,40K
FRF-0619,2016-06-21,2016-06-20,1:08:08,2016-06-21 1:08,40K
FRF-0619,2016-06-21,2016-06-20,1:08:40,2016-06-21 1:08,MYLU
FRF-0619,2016-06-21,2016-06-20,1:08:59,2016-06-21 1:08,40K
FRF-0619,2016-06-21,2016-06-20,1:09:12,2016-06-21 1:09,MYEV
FRF-0619,2016-06-21,2016-06-20,1:09:19,2016-06-21 1:09,NOISE
FRF-0619,2016-06-21,2016-06-20,1:09:23,2016-06-21 1:09,MYEV
FRF-0619,2016-06-21,2016-06-20,1:09:39,2016-06-21 1:09,MYLU
FRF-0619,2016-06-21,2016-06-20,1:10:01,2016-06-21 1:10,40K
FRF-0619,2016-06-21,2016-06-20,1:10:15,2016-06-21 1:10,40K
FRF-0619,2016-06-21,2016-06-20,1:10:21,2016-06-21 1:10,MYLU
FRF-0619,2016-06-21,2016-06-20,1:10:37,2016-06-21 1:10,40K
FRF-0619,2016-06-21,2016-06-20,1:10:42,2016-06-21 1:10,40K
FRF-0619,2016-06-21,2016-06-20,1:11:01,2016-06-21 1:11,40K
FRF-0619,2016-06-21,2016-06-20,1:11:28,2016-06-21 1:11,40K
FRF-0619,2016-06-21,2016-06-20,1:11:33,2016-06-21 1:11,40K
FRF-0619,2016-06-21,2016-06-20,1:11:37,2016-06-21 1:11,NOISE
FRF-0619,2016-06-21,2016-06-20,1:11:42,2016-06-21 1:11,NOISE
FRF-0619,2016-06-21,2016-06-20,1:12:01,2016-06-21 1:12,NOISE
FRF-0619,2016-06-21,2016-06-20,1:12:23,2016-06-21 1:12,NOISE
FRF-0619,2016-06-21,2016-06-20,1:12:30,2016-06-21 1:12,40K
FRF-0619,2016-06-21,2016-06-20,1:13:04,2016-06-21 1:13,45K
FRF-0619,2016-06-21,2016-06-20,1:13:08,2016-06-21 1:13,NOISE
FRF-0619,2016-06-21,2016-06-20,1:14:30,2016-06-21 1:14,40K
FRF-0619,2016-06-21,2016-06-20,1:14:50,2016-06-21 1:14,40K
FRF-0619,2016-06-21,2016-06-20,1:15:19,2016-06-21 1:15,40K
FRF-0619,2016-06-21,2016-06-20,1:16:01,2016-06-21 1:16,40K
FRF-0619,2016-06-21,2016-06-20,1:16:47,2016-06-21 1:16,MYLU
FRF-0619,2016-06-21,2016-06-20,1:17:05,2016-06-21 1:17,MYLU
FRF-0619,2016-06-21,2016-06-20,1:17:25,2016-06-21 1:17,MYLU
FRF-0619,2016-06-21,2016-06-20,1:17:58,2016-06-21 1:17,40K
FRF-0619,2016-06-21,2016-06-20,1:18:17,2016-06-21 1:18,40K
FRF-0619,2016-06-21,2016-06-20,1:18:36,2016-06-21 1:18,MYLU
FRF-0619,2016-06-21,2016-06-20,1:19:22,2016-06-21 1:19,NOISE
FRF-0619,2016-06-21,2016-06-20,1:19:29,2016-06-21 1:19,40K
FRF-0619,2016-06-21,2016-06-20,1:19:48,2016-06-21 1:19,NOISE
FRF-0619,2016-06-21,2016-06-20,1:19:58,2016-06-21 1:19,MYLU
FRF-0619,2016-06-21,2016-06-20,1:20:13,2016-06-21 1:20,MYLU
FRF-0619,2016-06-21,2016-06-20,1:20:24,2016-06-21 1:20,40K
FRF-0619,2016-06-21,2016-06-20,1:20:40,2016-06-21 1:20,MYLU
FRF-0619,2016-06-21,2016-06-20,1:20:51,2016-06-21 1:20,MYLU
FRF-0619,2016-06-21,2016-06-20,1:20:59,2016-06-21 1:20,MYLU
FRF-0619,2016-06-21,2016-06-20,1:21:12,2016-06-21 1:21,NOISE
FRF-0619,2016-06-21,2016-06-20,1:21:18,2016-06-21 1:21,45K
FRF-0619,2016-06-21,2016-06-20,1:21:29,2016-06-21 1:21,40K
FRF-0619,2016-06-21,2016-06-20,1:21:49,2016-06-21 1:21,40K
FRF-0619,2016-06-21,2016-06-20,1:22:00,2016-06-21 1:22,MYLU
FRF-0619,2016-06-21,2016-06-20,1:22:33,2016-06-21 1:22,MYLU
FRF-0619,2016-06-21,2016-06-20,1:22:42,2016-06-21 1:22,40K
FRF-0619,2016-06-21,2016-06-20,1:23:10,2016-06-21 1:23,MYLU
FRF-0619,2016-06-21,2016-06-20,1:23:23,2016-06-21 1:23,40K
FRF-0619,2016-06-21,2016-06-20,1:23:43,2016-06-21 1:23,NOISE
FRF-0619,2016-06-21,2016-06-20,1:24:04,2016-06-21 1:24,MYLU
FRF-0619,2016-06-21,2016-06-20,1:24:19,2016-06-21 1:24,40K
FRF-0619,2016-06-21,2016-06-20,1:25:15,2016-06-21 1:25,MYLU
FRF-0619,2016-06-21,2016-06-20,1:26:33,2016-06-21 1:26,40K
FRF-0619,2016-06-21,2016-06-20,1:26:53,2016-06-21 1:26,45K
FRF-0619,2016-06-21,2016-06-20,1:27:28,2016-06-21 1:27,45K
FRF-0619,2016-06-21,2016-06-20,1:27:59,2016-06-21 1:27,45K
FRF-0619,2016-06-21,2016-06-20,1:28:24,2016-06-21 1:28,MYYU
FRF-0619,2016-06-21,2016-06-20,1:28:45,2016-06-21 1:28,40K
FRF-0619,2016-06-21,2016-06-20,1:29:12,2016-06-21 1:29,40K
FRF-0619,2016-06-21,2016-06-20,1:30:39,2016-06-21 1:30,40K
FRF-0619,2016-06-21,2016-06-20,1:30:43,2016-06-21 1:30,40K
FRF-0619,2016-06-21,2016-06-20,1:31:16,2016-06-21 1:31,40K
FRF-0619,2016-06-21,2016-06-20,1:31:39,2016-06-21 1:31,MYYU
FRF-0619,2016-06-21,2016-06-20,1:31:39,2016-06-21 1:31,40K
FRF-0619,2016-06-21,2016-06-20,1:32:27,2016-06-21 1:32,MYYU
FRF-0619,2016-06-21,2016-06-20,1:32:49,2016-06-21 1:32,40K
FRF-0619,2016-06-21,2016-06-20,1:33:08,2016-06-21 1:33,40K
FRF-0619,2016-06-21,2016-06-20,1:33:21,2016-06-21 1:33,MYYU
FRF-0619,2016-06-21,2016-06-20,1:33:54,2016-06-21 1:33,40K
FRF-0619,2016-06-21,2016-06-20,1:34:13,2016-06-21 1:34,MYYU
FRF-0619,2016-06-21,2016-06-20,1:34:13,2016-06-21 1:34,40K
FRF-0619,2016-06-21,2016-06-20,1:34:35,2016-06-21 1:34,MYYU
FRF-0619,2016-06-21,2016-06-20,1:34:46,2016-06-21 1:34,MYYU
FRF-0619,2016-06-21,2016-06-20,1:35:11,2016-06-21 1:35,40K
FRF-0619,2016-06-21,2016-06-20,1:35:50,2016-06-21 1:35,40K
FRF-0619,2016-06-21,2016-06-20,1:36:10,2016-06-21 1:36,MYLU
FRF-0619,2016-06-21,2016-06-20,1:36:38,2016-06-21 1:36,40K
FRF-0619,2016-06-21,2016-06-20,1:38:25,2016-06-21 1:38,40K
FRF-0619,2016-06-21,2016-06-20,1:38:31,2016-06-21 1:38,40K
FRF-0619,2016-06-21,2016-06-20,1:38:57,2016-06-21 1:38,NOISE
FRF-0619,2016-06-21,2016-06-20,1:39:06,2016-06-21 1:39,40K
FRF-0619,2016-06-21,2016-06-20,1:39:21,2016-06-21 1:39,40K
FRF-0619,2016-06-21,2016-06-20,1:39:23,2016-06-21 1:39,40K
FRF-0619,2016-06-21,2016-06-20,1:39:29,2016-06-21 1:39,40K
FRF-0619,2016-06-21,2016-06-20,1:39:46,2016-06-21 1:39,40K
FRF-0619,2016-06-21,2016-06-20,1:39:53,2016-06-21 1:39,MYYU
FRF-0619,2016-06-21,2016-06-20,1:40:12,2016-06-21 1:40,40K
FRF-0619,2016-06-21,2016-06-20,1:40:22,2016-06-21 1:40,40K
FRF-0619,2016-06-21,2016-06-20,1:40:47,2016-06-21 1:40,40K
FRF-0619,2016-06-21,2016-06-20,1:41:02,2016-06-21 1:41,NOISE
FRF-0619,2016-06-21,2016-06-20,1:41:17,2016-06-21 1:41,40K
FRF-0619,2016-06-21,2016-06-20,1:41:41,2016-06-21 1:41,40K
FRF-0619,2016-06-21,2016-06-20,1:41:51,2016-06-21 1:41,NOISE
FRF-0619,2016-06-21,2016-06-20,1:42:01,2016-06-21 1:42,40K
FRF-0619,2016-06-21,2016-06-20,1:42:24,2016-06-21 1:42,MYLU
FRF-0619,2016-06-21,2016-06-20,1:42:43,2016-06-21 1:42,40K
FRF-0619,2016-06-21,2016-06-20,1:42:50,2016-06-21 1:42,40K
FRF-0619,2016-06-21,2016-06-20,1:43:06,2016-06-21 1:43,MYLU
FRF-0619,2016-06-21,2016-06-20,1:43:21,2016-06-21 1:43,40K
FRF-0619,2016-06-21,2016-06-20,1:43:22,2016-06-21 1:43,40K
FRF-0619,2016-06-21,2016-06-20,1:43:26,2016-06-21 1:43,MYYU
FRF-0619,2016-06-21,2016-06-20,1:43:33,2016-06-21 1:43,MYLU
FRF-0619,2016-06-21,2016-06-20,1:43:55,2016-06-21 1:43,MYLU
FRF-0619,2016-06-21,2016-06-20,1:44:10,2016-06-21 1:44,40K
FRF-0619,2016-06-21,2016-06-20,1:44:12,2016-06-21 1:44,40K
FRF-0619,2016-06-21,2016-06-20,1:44:25,2016-06-21 1:44,MYYU
FRF-0619,2016-06-21,2016-06-20,1:44:45,2016-06-21 1:44,MYLU
FRF-0619,2016-06-21,2016-06-20,1:45:18,2016-06-21 1:45,MYLU
FRF-0619,2016-06-21,2016-06-20,1:45:37,2016-06-21 1:45,40K
FRF-0619,2016-06-21,2016-06-20,1:46:01,2016-06-21 1:46,NOISE
FRF-0619,2016-06-21,2016-06-20,1:46:15,2016-06-21 1:46,40K
