Site,basin,file_zc,Date,Night,Time,DateTimeOriginal,Type,DR,Y,M,D,H,M,S,uS,Datum,Lat,Long,Zon,Easting,Northing,Elev,Sp_final,season,Species,Note,ID
FRF-0619,FRF,PBM-FRF-0618_0_20160628_011909_000.00#,2016-06-28,2016-06-27,1:19:09,2016-06-28 1:19,132,8,2016,6,28,1,19,9,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012024_000.00#,2016-06-28,2016-06-27,1:20:24,2016-06-28 1:20,132,8,2016,6,28,1,20,24,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,50K,2,50K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012459_000.00#,2016-06-28,2016-06-27,1:24:59,2016-06-28 1:24,132,8,2016,6,28,1,24,59,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012513_000.00#,2016-06-28,2016-06-27,1:25:13,2016-06-28 1:25,132,8,2016,6,28,1,25,13,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012620_000.00#,2016-06-28,2016-06-27,1:26:20,2016-06-28 1:26,132,8,2016,6,28,1,26,20,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012627_000.00#,2016-06-28,2016-06-27,1:26:27,2016-06-28 1:26,132,8,2016,6,28,1,26,27,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012645_000.00#,2016-06-28,2016-06-27,1:26:45,2016-06-28 1:26,132,8,2016,6,28,1,26,45,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012726_000.00#,2016-06-28,2016-06-27,1:27:26,2016-06-28 1:27,132,8,2016,6,28,1,27,26,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_012758_000.00#,2016-06-28,2016-06-27,1:27:58,2016-06-28 1:27,132,8,2016,6,28,1,27,58,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_013011_000.00#,2016-06-28,2016-06-27,1:30:11,2016-06-28 1:30,132,8,2016,6,28,1,30,11,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_013140_000.00#,2016-06-28,2016-06-27,1:31:40,2016-06-28 1:31,132,8,2016,6,28,1,31,40,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_013701_000.00#,2016-06-28,2016-06-27,1:37:01,2016-06-28 1:37,132,8,2016,6,28,1,37,1,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_014444_000.00#,2016-06-28,2016-06-27,1:44:44,2016-06-28 1:44,132,8,2016,6,28,1,44,44,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_014508_000.00#,2016-06-28,2016-06-27,1:45:08,2016-06-28 1:45,132,8,2016,6,28,1,45,8,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_014624_000.00#,2016-06-28,2016-06-27,1:46:24,2016-06-28 1:46,132,8,2016,6,28,1,46,24,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_014720_000.00#,2016-06-28,2016-06-27,1:47:20,2016-06-28 1:47,132,8,2016,6,28,1,47,20,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40k,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_015102_000.00#,2016-06-28,2016-06-27,1:51:02,2016-06-28 1:51,132,8,2016,6,28,1,51,2,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,"40K,mMYLU","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_015102_000.00#,2016-06-28,2016-06-27,1:51:02,2016-06-28 1:51,132,8,2016,6,28,1,51,2,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,"40K,mMYLU","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_015233_000.00#,2016-06-28,2016-06-27,1:52:33,2016-06-28 1:52,132,8,2016,6,28,1,52,33,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_015423_000.00#,2016-06-28,2016-06-27,1:54:23,2016-06-28 1:54,132,8,2016,6,28,1,54,23,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_020019_000.00#,2016-06-28,2016-06-27,2:00:19,2016-06-28 2:00,132,8,2016,6,28,2,0,19,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,EPFULANO,2,EPFULANO,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_020039_000.00#,2016-06-28,2016-06-27,2:00:39,2016-06-28 2:00,132,8,2016,6,28,2,0,39,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,EPFULANO,2,EPFULANO,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_020049_000.00#,2016-06-28,2016-06-27,2:00:49,2016-06-28 2:00,132,8,2016,6,28,2,0,49,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_020159_000.00#,2016-06-28,2016-06-27,2:01:59,2016-06-28 2:01,132,8,2016,6,28,2,1,59,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_020445_000.00#,2016-06-28,2016-06-27,2:04:45,2016-06-28 2:04,132,8,2016,6,28,2,4,45,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_020754_000.00#,2016-06-28,2016-06-27,2:07:54,2016-06-28 2:07,132,8,2016,6,28,2,7,54,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_020808_000.00#,2016-06-28,2016-06-27,2:08:08,2016-06-28 2:08,132,8,2016,6,28,2,8,8,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_021837_000.00#,2016-06-28,2016-06-27,2:18:37,2016-06-28 2:18,132,8,2016,6,28,2,18,37,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_022216_000.00#,2016-06-28,2016-06-27,2:22:16,2016-06-28 2:22,132,8,2016,6,28,2,22,16,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_023152_000.00#,2016-06-28,2016-06-27,2:31:52,2016-06-28 2:31,132,8,2016,6,28,2,31,52,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_023215_000.00#,2016-06-28,2016-06-27,2:32:15,2016-06-28 2:32,132,8,2016,6,28,2,32,15,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_023244_000.00#,2016-06-28,2016-06-27,2:32:44,2016-06-28 2:32,132,8,2016,6,28,2,32,44,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_024533_000.00#,2016-06-28,2016-06-27,2:45:33,2016-06-28 2:45,132,8,2016,6,28,2,45,33,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_024937_000.00#,2016-06-28,2016-06-27,2:49:37,2016-06-28 2:49,132,8,2016,6,28,2,49,37,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_024943_000.00#,2016-06-28,2016-06-27,2:49:43,2016-06-28 2:49,132,8,2016,6,28,2,49,43,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_025302_000.00#,2016-06-28,2016-06-27,2:53:02,2016-06-28 2:53,132,8,2016,6,28,2,53,2,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,50K,2,50K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_025353_000.00#,2016-06-28,2016-06-27,2:53:53,2016-06-28 2:53,132,8,2016,6,28,2,53,53,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_031119_000.00#,2016-06-28,2016-06-27,3:11:19,2016-06-28 3:11,132,8,2016,6,28,3,11,19,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_031429_000.00#,2016-06-28,2016-06-27,3:14:29,2016-06-28 3:14,132,8,2016,6,28,3,14,29,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_031514_000.00#,2016-06-28,2016-06-27,3:15:14,2016-06-28 3:15,132,8,2016,6,28,3,15,14,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_031546_000.00#,2016-06-28,2016-06-27,3:15:46,2016-06-28 3:15,132,8,2016,6,28,3,15,46,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,35K,2,35K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_031603_000.00#,2016-06-28,2016-06-27,3:16:03,2016-06-28 3:16,132,8,2016,6,28,3,16,3,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_031610_000.00#,2016-06-28,2016-06-27,3:16:10,2016-06-28 3:16,132,8,2016,6,28,3,16,10,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_031623_000.00#,2016-06-28,2016-06-27,3:16:23,2016-06-28 3:16,132,8,2016,6,28,3,16,23,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_032012_000.00#,2016-06-28,2016-06-27,3:20:12,2016-06-28 3:20,132,8,2016,6,28,3,20,12,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_032236_000.00#,2016-06-28,2016-06-27,3:22:36,2016-06-28 3:22,132,8,2016,6,28,3,22,36,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_032743_000.00#,2016-06-28,2016-06-27,3:27:43,2016-06-28 3:27,132,8,2016,6,28,3,27,43,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_032805_000.00#,2016-06-28,2016-06-27,3:28:05,2016-06-28 3:28,132,8,2016,6,28,3,28,5,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_032816_000.00#,2016-06-28,2016-06-27,3:28:16,2016-06-28 3:28,132,8,2016,6,28,3,28,16,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_032823_000.00#,2016-06-28,2016-06-27,3:28:23,2016-06-28 3:28,132,8,2016,6,28,3,28,23,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033201_000.00#,2016-06-28,2016-06-27,3:32:01,2016-06-28 3:32,132,8,2016,6,28,3,32,1,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,EPFULANO,2,EPFULANO,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033532_000.00#,2016-06-28,2016-06-27,3:35:32,2016-06-28 3:35,132,8,2016,6,28,3,35,32,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033632_000.00#,2016-06-28,2016-06-27,3:36:32,2016-06-28 3:36,132,8,2016,6,28,3,36,32,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033639_000.00#,2016-06-28,2016-06-27,3:36:39,2016-06-28 3:36,132,8,2016,6,28,3,36,39,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033649_000.00#,2016-06-28,2016-06-27,3:36:49,2016-06-28 3:36,132,8,2016,6,28,3,36,49,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033728_000.00#,2016-06-28,2016-06-27,3:37:28,2016-06-28 3:37,132,8,2016,6,28,3,37,28,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033757_000.00#,2016-06-28,2016-06-27,3:37:57,2016-06-28 3:37,132,8,2016,6,28,3,37,57,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,LANO,2,"mLANO,fLANO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033813_000.00#,2016-06-28,2016-06-27,3:38:13,2016-06-28 3:38,132,8,2016,6,28,3,38,13,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,LANO,2,"mLANO,mMYLU,fLANO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033813_000.00#,2016-06-28,2016-06-27,3:38:13,2016-06-28 3:38,132,8,2016,6,28,3,38,13,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,"mLANO,mMYLU,fLANO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033828_000.00#,2016-06-28,2016-06-27,3:38:28,2016-06-28 3:38,132,8,2016,6,28,3,38,28,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033832_000.00#,2016-06-28,2016-06-27,3:38:32,2016-06-28 3:38,132,8,2016,6,28,3,38,32,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,LANO,2,"mLANO,fLANO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033847_000.00#,2016-06-28,2016-06-27,3:38:47,2016-06-28 3:38,132,8,2016,6,28,3,38,47,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,LANO,2,"mLANO,fLANO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033858_000.00#,2016-06-28,2016-06-27,3:38:58,2016-06-28 3:38,132,8,2016,6,28,3,38,58,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,EPFULANO,2,EPFULANO,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033918_000.00#,2016-06-28,2016-06-27,3:39:18,2016-06-28 3:39,132,8,2016,6,28,3,39,18,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,LANO,2,"mLANO,fLANO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_033935_000.00#,2016-06-28,2016-06-27,3:39:35,2016-06-28 3:39,132,8,2016,6,28,3,39,35,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,EPFULANO,2,EPFULANO,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034013_000.00#,2016-06-28,2016-06-27,3:40:13,2016-06-28 3:40,132,8,2016,6,28,3,40,13,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,EPFULANO,2,EPFULANO,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034030_000.00#,2016-06-28,2016-06-27,3:40:30,2016-06-28 3:40,132,8,2016,6,28,3,40,30,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034058_000.00#,2016-06-28,2016-06-27,3:40:58,2016-06-28 3:40,132,8,2016,6,28,3,40,58,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,LANO,2,"mLANO,fLANO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034314_000.00#,2016-06-28,2016-06-27,3:43:14,2016-06-28 3:43,132,8,2016,6,28,3,43,14,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034322_000.00#,2016-06-28,2016-06-27,3:43:22,2016-06-28 3:43,132,8,2016,6,28,3,43,22,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034356_000.00#,2016-06-28,2016-06-27,3:43:56,2016-06-28 3:43,132,8,2016,6,28,3,43,56,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034424_000.00#,2016-06-28,2016-06-27,3:44:24,2016-06-28 3:44,132,8,2016,6,28,3,44,24,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034455_000.00#,2016-06-28,2016-06-27,3:44:55,2016-06-28 3:44,132,8,2016,6,28,3,44,55,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_034802_000.00#,2016-06-28,2016-06-27,3:48:02,2016-06-28 3:48,132,8,2016,6,28,3,48,2,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYYU,2,"mMYYU,fMYYU","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035015_000.00#,2016-06-28,2016-06-27,3:50:15,2016-06-28 3:50,132,8,2016,6,28,3,50,15,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035023_000.00#,2016-06-28,2016-06-27,3:50:23,2016-06-28 3:50,132,8,2016,6,28,3,50,23,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035027_000.00#,2016-06-28,2016-06-27,3:50:27,2016-06-28 3:50,132,8,2016,6,28,3,50,27,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035042_000.00#,2016-06-28,2016-06-27,3:50:42,2016-06-28 3:50,132,8,2016,6,28,3,50,42,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYYU,2,mMYYU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035114_000.00#,2016-06-28,2016-06-27,3:51:14,2016-06-28 3:51,132,8,2016,6,28,3,51,14,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035126_000.00#,2016-06-28,2016-06-27,3:51:26,2016-06-28 3:51,132,8,2016,6,28,3,51,26,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYYU,2,mMYYU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035157_000.00#,2016-06-28,2016-06-27,3:51:57,2016-06-28 3:51,132,8,2016,6,28,3,51,57,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035215_000.00#,2016-06-28,2016-06-27,3:52:15,2016-06-28 3:52,132,8,2016,6,28,3,52,15,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035246_000.00#,2016-06-28,2016-06-27,3:52:46,2016-06-28 3:52,132,8,2016,6,28,3,52,46,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035313_000.00#,2016-06-28,2016-06-27,3:53:13,2016-06-28 3:53,132,8,2016,6,28,3,53,13,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035318_000.00#,2016-06-28,2016-06-27,3:53:18,2016-06-28 3:53,132,8,2016,6,28,3,53,18,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,45K,2,45K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035349_000.00#,2016-06-28,2016-06-27,3:53:49,2016-06-28 3:53,132,8,2016,6,28,3,53,49,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,"mMYLU,fLABO","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160628_035414_000.00#,2016-06-28,2016-06-27,3:54:14,2016-06-28 3:54,132,8,2016,6,28,3,54,14,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
