Site,basin,file_zc,Date,Night,Time,DateTimeOriginal,Type,DR,Y,M,D,H,M,S,uS,Datum,Lat,Long,Zon,Easting,Northing,Elev,Sp_final,season,Species,Note,ID
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220235_000.00#,2016-06-29,2016-06-29,22:02:35,2016-06-29 22:02,132,8,2016,6,29,22,2,35,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220306_000.00#,2016-06-29,2016-06-29,22:03:06,2016-06-29 22:03,132,8,2016,6,29,22,3,6,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220347_000.00#,2016-06-29,2016-06-29,22:03:47,2016-06-29 22:03,132,8,2016,6,29,22,3,47,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220405_000.00#,2016-06-29,2016-06-29,22:04:05,2016-06-29 22:04,132,8,2016,6,29,22,4,5,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220415_000.00#,2016-06-29,2016-06-29,22:04:15,2016-06-29 22:04,132,8,2016,6,29,22,4,15,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220439_000.00#,2016-06-29,2016-06-29,22:04:39,2016-06-29 22:04,132,8,2016,6,29,22,4,39,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,50K,2,50K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220502_000.00#,2016-06-29,2016-06-29,22:05:02,2016-06-29 22:05,132,8,2016,6,29,22,5,2,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220508_000.00#,2016-06-29,2016-06-29,22:05:08,2016-06-29 22:05,132,8,2016,6,29,22,5,8,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220513_000.00#,2016-06-29,2016-06-29,22:05:13,2016-06-29 22:05,132,8,2016,6,29,22,5,13,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220524_000.00#,2016-06-29,2016-06-29,22:05:24,2016-06-29 22:05,132,8,2016,6,29,22,5,24,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220529_000.00#,2016-06-29,2016-06-29,22:05:29,2016-06-29 22:05,132,8,2016,6,29,22,5,29,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,35K,2,35K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220623_000.00#,2016-06-29,2016-06-29,22:06:23,2016-06-29 22:06,132,8,2016,6,29,22,6,23,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220630_000.00#,2016-06-29,2016-06-29,22:06:30,2016-06-29 22:06,132,8,2016,6,29,22,6,30,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220726_000.00#,2016-06-29,2016-06-29,22:07:26,2016-06-29 22:07,132,8,2016,6,29,22,7,26,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220746_000.00#,2016-06-29,2016-06-29,22:07:46,2016-06-29 22:07,132,8,2016,6,29,22,7,46,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220755_000.00#,2016-06-29,2016-06-29,22:07:55,2016-06-29 22:07,132,8,2016,6,29,22,7,55,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220806_000.00#,2016-06-29,2016-06-29,22:08:06,2016-06-29 22:08,132,8,2016,6,29,22,8,6,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220823_000.00#,2016-06-29,2016-06-29,22:08:23,2016-06-29 22:08,132,8,2016,6,29,22,8,23,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220827_000.00#,2016-06-29,2016-06-29,22:08:27,2016-06-29 22:08,132,8,2016,6,29,22,8,27,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYYU,2,"mMYYU,fMYYU","FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220912_000.00#,2016-06-29,2016-06-29,22:09:12,2016-06-29 22:09,132,8,2016,6,29,22,9,12,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220939_000.00#,2016-06-29,2016-06-29,22:09:39,2016-06-29 22:09,132,8,2016,6,29,22,9,39,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220946_000.00#,2016-06-29,2016-06-29,22:09:46,2016-06-29 22:09,132,8,2016,6,29,22,9,46,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_220953_000.00#,2016-06-29,2016-06-29,22:09:53,2016-06-29 22:09,132,8,2016,6,29,22,9,53,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221132_000.00#,2016-06-29,2016-06-29,22:11:32,2016-06-29 22:11,132,8,2016,6,29,22,11,32,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221230_000.00#,2016-06-29,2016-06-29,22:12:30,2016-06-29 22:12,132,8,2016,6,29,22,12,30,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221305_000.00#,2016-06-29,2016-06-29,22:13:05,2016-06-29 22:13,132,8,2016,6,29,22,13,5,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221329_000.00#,2016-06-29,2016-06-29,22:13:29,2016-06-29 22:13,132,8,2016,6,29,22,13,29,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221337_000.00#,2016-06-29,2016-06-29,22:13:37,2016-06-29 22:13,132,8,2016,6,29,22,13,37,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221342_000.00#,2016-06-29,2016-06-29,22:13:42,2016-06-29 22:13,132,8,2016,6,29,22,13,42,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221350_000.00#,2016-06-29,2016-06-29,22:13:50,2016-06-29 22:13,132,8,2016,6,29,22,13,50,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221423_000.00#,2016-06-29,2016-06-29,22:14:23,2016-06-29 22:14,132,8,2016,6,29,22,14,23,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221436_000.00#,2016-06-29,2016-06-29,22:14:36,2016-06-29 22:14,132,8,2016,6,29,22,14,36,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221507_000.00#,2016-06-29,2016-06-29,22:15:07,2016-06-29 22:15,132,8,2016,6,29,22,15,7,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221514_000.00#,2016-06-29,2016-06-29,22:15:14,2016-06-29 22:15,132,8,2016,6,29,22,15,14,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221519_000.00#,2016-06-29,2016-06-29,22:15:19,2016-06-29 22:15,132,8,2016,6,29,22,15,19,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221536_000.00#,2016-06-29,2016-06-29,22:15:36,2016-06-29 22:15,132,8,2016,6,29,22,15,36,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221545_000.00#,2016-06-29,2016-06-29,22:15:45,2016-06-29 22:15,132,8,2016,6,29,22,15,45,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221607_000.00#,2016-06-29,2016-06-29,22:16:07,2016-06-29 22:16,132,8,2016,6,29,22,16,7,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221626_000.00#,2016-06-29,2016-06-29,22:16:26,2016-06-29 22:16,132,8,2016,6,29,22,16,26,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221728_000.00#,2016-06-29,2016-06-29,22:17:28,2016-06-29 22:17,132,8,2016,6,29,22,17,28,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221801_000.00#,2016-06-29,2016-06-29,22:18:01,2016-06-29 22:18,132,8,2016,6,29,22,18,1,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221830_000.00#,2016-06-29,2016-06-29,22:18:30,2016-06-29 22:18,132,8,2016,6,29,22,18,30,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221912_000.00#,2016-06-29,2016-06-29,22:19:12,2016-06-29 22:19,132,8,2016,6,29,22,19,12,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221939_000.00#,2016-06-29,2016-06-29,22:19:39,2016-06-29 22:19,132,8,2016,6,29,22,19,39,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_221952_000.00#,2016-06-29,2016-06-29,22:19:52,2016-06-29 22:19,132,8,2016,6,29,22,19,52,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_222008_000.00#,2016-06-29,2016-06-29,22:20:08,2016-06-29 22:20,132,8,2016,6,29,22,20,8,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_222103_000.00#,2016-06-29,2016-06-29,22:21:03,2016-06-29 22:21,132,8,2016,6,29,22,21,3,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_222222_000.00#,2016-06-29,2016-06-29,22:22:22,2016-06-29 22:22,132,8,2016,6,29,22,22,22,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_222235_000.00#,2016-06-29,2016-06-29,22:22:35,2016-06-29 22:22,132,8,2016,6,29,22,22,35,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_222401_000.00#,2016-06-29,2016-06-29,22:24:01,2016-06-29 22:24,132,8,2016,6,29,22,24,1,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_222759_000.00#,2016-06-29,2016-06-29,22:27:59,2016-06-29 22:27,132,8,2016,6,29,22,27,59,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223109_000.00#,2016-06-29,2016-06-29,22:31:09,2016-06-29 22:31,132,8,2016,6,29,22,31,9,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223122_000.00#,2016-06-29,2016-06-29,22:31:22,2016-06-29 22:31,132,8,2016,6,29,22,31,22,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223303_000.00#,2016-06-29,2016-06-29,22:33:03,2016-06-29 22:33,132,8,2016,6,29,22,33,3,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223414_000.00#,2016-06-29,2016-06-29,22:34:14,2016-06-29 22:34,132,8,2016,6,29,22,34,14,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223437_000.00#,2016-06-29,2016-06-29,22:34:37,2016-06-29 22:34,132,8,2016,6,29,22,34,37,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223454_000.00#,2016-06-29,2016-06-29,22:34:54,2016-06-29 22:34,132,8,2016,6,29,22,34,54,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223655_000.00#,2016-06-29,2016-06-29,22:36:55,2016-06-29 22:36,132,8,2016,6,29,22,36,55,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223746_000.00#,2016-06-29,2016-06-29,22:37:46,2016-06-29 22:37,132,8,2016,6,29,22,37,46,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_223959_000.00#,2016-06-29,2016-06-29,22:39:59,2016-06-29 22:39,132,8,2016,6,29,22,39,59,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224019_000.00#,2016-06-29,2016-06-29,22:40:19,2016-06-29 22:40,132,8,2016,6,29,22,40,19,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224100_000.00#,2016-06-29,2016-06-29,22:41:00,2016-06-29 22:41,132,8,2016,6,29,22,41,0,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224130_000.00#,2016-06-29,2016-06-29,22:41:30,2016-06-29 22:41,132,8,2016,6,29,22,41,30,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224154_000.00#,2016-06-29,2016-06-29,22:41:54,2016-06-29 22:41,132,8,2016,6,29,22,41,54,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224202_000.00#,2016-06-29,2016-06-29,22:42:02,2016-06-29 22:42,132,8,2016,6,29,22,42,2,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224208_000.00#,2016-06-29,2016-06-29,22:42:08,2016-06-29 22:42,132,8,2016,6,29,22,42,8,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224344_000.00#,2016-06-29,2016-06-29,22:43:44,2016-06-29 22:43,132,8,2016,6,29,22,43,44,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224426_000.00#,2016-06-29,2016-06-29,22:44:26,2016-06-29 22:44,132,8,2016,6,29,22,44,26,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224504_000.00#,2016-06-29,2016-06-29,22:45:04,2016-06-29 22:45,132,8,2016,6,29,22,45,4,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224608_000.00#,2016-06-29,2016-06-29,22:46:08,2016-06-29 22:46,132,8,2016,6,29,22,46,8,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224714_000.00#,2016-06-29,2016-06-29,22:47:14,2016-06-29 22:47,132,8,2016,6,29,22,47,14,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYLU,2,mMYLU,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_224915_000.00#,2016-06-29,2016-06-29,22:49:15,2016-06-29 22:49,132,8,2016,6,29,22,49,15,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225003_000.00#,2016-06-29,2016-06-29,22:50:03,2016-06-29 22:50,132,8,2016,6,29,22,50,3,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225022_000.00#,2016-06-29,2016-06-29,22:50:22,2016-06-29 22:50,132,8,2016,6,29,22,50,22,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225132_000.00#,2016-06-29,2016-06-29,22:51:32,2016-06-29 22:51,132,8,2016,6,29,22,51,32,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225210_000.00#,2016-06-29,2016-06-29,22:52:10,2016-06-29 22:52,132,8,2016,6,29,22,52,10,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225228_000.00#,2016-06-29,2016-06-29,22:52:28,2016-06-29 22:52,132,8,2016,6,29,22,52,28,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225255_000.00#,2016-06-29,2016-06-29,22:52:55,2016-06-29 22:52,132,8,2016,6,29,22,52,55,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225320_000.00#,2016-06-29,2016-06-29,22:53:20,2016-06-29 22:53,132,8,2016,6,29,22,53,20,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225425_000.00#,2016-06-29,2016-06-29,22:54:25,2016-06-29 22:54,132,8,2016,6,29,22,54,25,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225502_000.00#,2016-06-29,2016-06-29,22:55:02,2016-06-29 22:55,132,8,2016,6,29,22,55,2,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225527_000.00#,2016-06-29,2016-06-29,22:55:27,2016-06-29 22:55,132,8,2016,6,29,22,55,27,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,NOISE,2,noise,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225534_000.00#,2016-06-29,2016-06-29,22:55:34,2016-06-29 22:55,132,8,2016,6,29,22,55,34,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225548_000.00#,2016-06-29,2016-06-29,22:55:48,2016-06-29 22:55,132,8,2016,6,29,22,55,48,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,MYEV,2,mMYEV,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225634_000.00#,2016-06-29,2016-06-29,22:56:34,2016-06-29 22:56,132,8,2016,6,29,22,56,34,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225653_000.00#,2016-06-29,2016-06-29,22:56:53,2016-06-29 22:56,132,8,2016,6,29,22,56,53,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
FRF-0619,FRF,PBM-FRF-0618_0_20160629_225731_000.00#,2016-06-29,2016-06-29,22:57:31,2016-06-29 22:57,132,8,2016,6,29,22,57,31,0,NAD83,NA,NA,10U,5463392,599273.8089,32.583023,40K,2,40K,"FWCP-WahleachF.H.BarberRegionalPark,bankofFraser",FM
