Site,file_zc,type,ID    ,Divrat,Date,Night,DateTimeOriginal,YYYY,MM,DD,HH,MN,SS,uS,Datum     ,Lat      ,Long      ,utm_zone,utm_easting,utm_nothing,Elev,Tape    ,Note                                                                     ,Sp_final,Species_full
143338_NE,ST5_PB338NE_0_20160623_214125_000.zc,132,NA,8,2016-06-23,2016-06-23,2016-06-23 21:41:25,2016,6,23,21,41,25,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",20K,"20K,LACI(KSLACI,6,3,0.145700)"
143338_NE,ST5_PB338NE_0_20160628_031840_000.zc,132,NA,8,2016-06-28,2016-06-27,2016-06-28 03:18:40,2016,6,28,3,18,40,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",20K,"20K,fLACI"
143338_NE,ST5_PB338NE_0_20160628_035908_000.zc,132,NA,8,2016-06-28,2016-06-27,2016-06-28 03:59:08,2016,6,28,3,59,8,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",20K,20K
143338_NE,ST5_PB338NE_0_20160629_030401_000.zc,132,NA,8,2016-06-29,2016-06-28,2016-06-29 03:04:01,2016,6,29,3,4,1,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",20K,"20K,fLACI,LACI(KSLACI,7,6,0.293180)"
143338_NE,ST5_PB338NE_0_20160629_030407_000.zc,132,NA,8,2016-06-29,2016-06-28,2016-06-29 03:04:07,2016,6,29,3,4,7,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",20K,"20K,LACI(KSLACI,9,7,0.294773)"
143338_NE,ST5_PB338NE_0_20160701_213746_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 21:37:46,2016,7,1,21,37,46,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",20K,"20K,LACI(KSLACI,5,3,0.189257)"
143338_NE,ST5_PB338NE_0_20160701_234435_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 23:44:35,2016,7,1,23,44,35,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",20K,"20K,LACI(KSLACI,6,5,0.334786)"
143338_NE,ST5_PB338NE_0_20160623_214113_000.zc,132,NA,8,2016-06-23,2016-06-23,2016-06-23 21:41:13,2016,6,23,21,41,13,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",25K,"25K,TABR(KSTABR,27,8,0.107713)"
143338_NE,ST5_PB338NE_0_20160625_224124_000.zc,132,NA,8,2016-06-25,2016-06-25,2016-06-25 22:41:24,2016,6,25,22,41,24,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",25K,"25K,LANO(KSLANO,3,3,0.469784)"
143338_NE,ST5_PB338NE_0_20160626_032006_000.zc,132,NA,8,2016-06-26,2016-06-25,2016-06-26 03:20:06,2016,6,26,3,20,6,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",25K,"25K,LACI(KSLACI,8,5,0.234509)"
143338_NE,ST5_PB338NE_0_20160701_233215_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 23:32:15,2016,7,1,23,32,15,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",25K,"25K,LANO(KSLANO,2,2,0.317848)"
143338_NE,ST5_PB338NE_0_20160626_003004_000.zc,132,NA,8,2016-06-26,2016-06-25,2016-06-26 00:30:04,2016,6,26,0,30,4,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",30K,30K
143338_NE,ST5_PB338NE_0_20160627_041555_000.zc,132,NA,8,2016-06-27,2016-06-26,2016-06-27 04:15:55,2016,6,27,4,15,55,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",30K,"30K,MYEV(KSMYEV,9,4,0.167453)"
143338_NE,ST5_PB338NE_0_20160628_041932_000.zc,132,NA,8,2016-06-28,2016-06-27,2016-06-28 04:19:32,2016,6,28,4,19,32,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",30K,"30K,COTO(KSCOTO,13,5,0.119397)"
143338_NE,ST5_PB338NE_0_20160628_220712_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 22:07:12,2016,6,28,22,7,12,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",30K,"30K,COTO(KSCOTO,7,2,0.112169)"
143338_NE,ST5_PB338NE_0_20160625_030304_000.zc,132,NA,8,2016-06-25,2016-06-24,2016-06-25 03:03:04,2016,6,25,3,3,4,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,35K
143338_NE,ST5_PB338NE_0_20160628_014656_000.zc,132,NA,8,2016-06-28,2016-06-27,2016-06-28 01:46:56,2016,6,28,1,46,56,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,4,4,0.428844)"
143338_NE,ST5_PB338NE_0_20160628_234458_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 23:44:58,2016,6,28,23,44,58,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,35K
143338_NE,ST5_PB338NE_0_20160629_005659_000.zc,132,NA,8,2016-06-29,2016-06-28,2016-06-29 00:56:59,2016,6,29,0,56,59,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,6,5,0.278686)"
143338_NE,ST5_PB338NE_0_20160629_225935_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 22:59:35,2016,6,29,22,59,35,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,35K
143338_NE,ST5_PB338NE_0_20160629_232635_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:26:35,2016,6,29,23,26,35,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,MYVO(KSMYVO,3,2,0.206332)"
143338_NE,ST5_PB338NE_0_20160629_235814_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:58:14,2016,6,29,23,58,14,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,12,9,0.295891)"
143338_NE,ST5_PB338NE_0_20160630_000222_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 00:02:22,2016,6,30,0,2,22,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,MYVO(KSMYVO,14,10,0.268392)"
143338_NE,ST5_PB338NE_0_20160630_000239_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 00:02:39,2016,6,30,0,2,39,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,MYLU(KSMYLU,5,3,0.227426)"
143338_NE,ST5_PB338NE_0_20160630_001227_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 00:12:27,2016,6,30,0,12,27,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,7,6,0.363393)"
143338_NE,ST5_PB338NE_0_20160630_035803_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 03:58:03,2016,6,30,3,58,3,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,2,2,0.385940)"
143338_NE,ST5_PB338NE_0_20160630_044530_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 04:45:30,2016,6,30,4,45,30,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,22,20,0.381927)"
143338_NE,ST5_PB338NE_0_20160630_212513_000.zc,132,NA,8,2016-06-30,2016-06-30,2016-06-30 21:25:13,2016,6,30,21,25,13,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,15,11,0.298836)"
143338_NE,ST5_PB338NE_0_20160630_234351_000.zc,132,NA,8,2016-06-30,2016-06-30,2016-06-30 23:43:51,2016,6,30,23,43,51,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,14,7,0.170722)"
143338_NE,ST5_PB338NE_0_20160701_212012_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 21:20:12,2016,7,1,21,20,12,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,10,5,0.197326)"
143338_NE,ST5_PB338NE_0_20160701_212403_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 21:24:03,2016,7,1,21,24,3,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,8,4,0.181491)"
143338_NE,ST5_PB338NE_0_20160702_044006_000.zc,132,NA,8,2016-07-02,2016-07-01,2016-07-02 04:40:06,2016,7,2,4,40,6,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",35K,"35K,LABO(KSLABO,6,5,0.346778)"
143338_NE,ST5_PB338NE_0_20160624_212310_000.zc,132,NA,8,2016-06-24,2016-06-24,2016-06-24 21:23:10,2016,6,24,21,23,10,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,LABO(KSLABO,9,8,0.378713)"
143338_NE,ST5_PB338NE_0_20160624_213021_000.zc,132,NA,8,2016-06-24,2016-06-24,2016-06-24 21:30:21,2016,6,24,21,30,21,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,LABO(KSLABO,21,12,0.221386)"
143338_NE,ST5_PB338NE_0_20160625_232908_000.zc,132,NA,8,2016-06-25,2016-06-25,2016-06-25 23:29:08,2016,6,25,23,29,8,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,25,12,0.110319)"
143338_NE,ST5_PB338NE_0_20160626_002609_000.zc,132,NA,8,2016-06-26,2016-06-25,2016-06-26 00:26:09,2016,6,26,0,26,9,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,10,4,0.096053)"
143338_NE,ST5_PB338NE_0_20160626_212655_000.zc,132,NA,8,2016-06-26,2016-06-26,2016-06-26 21:26:55,2016,6,26,21,26,55,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,LABO(KSLABO,16,10,0.218809)"
143338_NE,ST5_PB338NE_0_20160626_213750_000.zc,132,NA,8,2016-06-26,2016-06-26,2016-06-26 21:37:50,2016,6,26,21,37,50,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,2,2,0.431264)"
143338_NE,ST5_PB338NE_0_20160626_233130_000.zc,132,NA,8,2016-06-26,2016-06-26,2016-06-26 23:31:30,2016,6,26,23,31,30,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,11,4,0.181659)"
143338_NE,ST5_PB338NE_0_20160626_234805_000.zc,132,NA,8,2016-06-26,2016-06-26,2016-06-26 23:48:05,2016,6,26,23,48,5,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,20,9,0.179618)"
143338_NE,ST5_PB338NE_0_20160627_220026_000.zc,132,NA,8,2016-06-27,2016-06-27,2016-06-27 22:00:26,2016,6,27,22,0,26,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,LABO(KSLABO,5,5,0.460268)"
143338_NE,ST5_PB338NE_0_20160628_003248_000.zc,132,NA,8,2016-06-28,2016-06-27,2016-06-28 00:32:48,2016,6,28,0,32,48,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,3,2,0.258675)"
143338_NE,ST5_PB338NE_0_20160628_042007_000.zc,132,NA,8,2016-06-28,2016-06-27,2016-06-28 04:20:07,2016,6,28,4,20,7,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYEV(KSMYEV,3,2,0.287666)"
143338_NE,ST5_PB338NE_0_20160628_044540_000.zc,132,NA,8,2016-06-28,2016-06-27,2016-06-28 04:45:40,2016,6,28,4,45,40,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,40K
143338_NE,ST5_PB338NE_0_20160628_213429_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 21:34:29,2016,6,28,21,34,29,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,2,2,0.202563)"
143338_NE,ST5_PB338NE_0_20160628_223859_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 22:38:59,2016,6,28,22,38,59,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,4,2,0.198919)"
143338_NE,ST5_PB338NE_0_20160628_225634_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 22:56:34,2016,6,28,22,56,34,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,26,13,0.203037)"
143338_NE,ST5_PB338NE_0_20160628_234230_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 23:42:30,2016,6,28,23,42,30,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,5,4,0.177746)"
143338_NE,ST5_PB338NE_0_20160628_234510_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 23:45:10,2016,6,28,23,45,10,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,29,17,0.122748)"
143338_NE,ST5_PB338NE_0_20160628_235916_000.zc,132,NA,8,2016-06-28,2016-06-28,2016-06-28 23:59:16,2016,6,28,23,59,16,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,40K
143338_NE,ST5_PB338NE_0_20160629_000032_000.zc,132,NA,8,2016-06-29,2016-06-28,2016-06-29 00:00:32,2016,6,29,0,0,32,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,9,5,0.186458)"
143338_NE,ST5_PB338NE_0_20160629_000526_000.zc,132,NA,8,2016-06-29,2016-06-28,2016-06-29 00:05:26,2016,6,29,0,5,26,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,13,7,0.130965)"
143338_NE,ST5_PB338NE_0_20160629_035006_000.zc,132,NA,8,2016-06-29,2016-06-28,2016-06-29 03:50:06,2016,6,29,3,50,6,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,2,2,0.457147)"
143338_NE,ST5_PB338NE_0_20160629_044346_000.zc,132,NA,8,2016-06-29,2016-06-28,2016-06-29 04:43:46,2016,6,29,4,43,46,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,19,10,0.078051)"
143338_NE,ST5_PB338NE_0_20160629_231950_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:19:50,2016,6,29,23,19,50,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,15,7,0.205069)"
143338_NE,ST5_PB338NE_0_20160629_232425_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:24:25,2016,6,29,23,24,25,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,5,3,0.259377)"
143338_NE,ST5_PB338NE_0_20160629_232435_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:24:35,2016,6,29,23,24,35,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,6,6,0.405193)"
143338_NE,ST5_PB338NE_0_20160629_232443_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:24:43,2016,6,29,23,24,43,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,14,7,0.190830)"
143338_NE,ST5_PB338NE_0_20160629_232452_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:24:52,2016,6,29,23,24,52,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,42,18,0.144993)"
143338_NE,ST5_PB338NE_0_20160629_232537_000.zc,132,NA,8,2016-06-29,2016-06-29,2016-06-29 23:25:37,2016,6,29,23,25,37,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,17,12,0.226361)"
143338_NE,ST5_PB338NE_0_20160630_000041_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 00:00:41,2016,6,30,0,0,41,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,4,2,0.242746)"
143338_NE,ST5_PB338NE_0_20160630_000114_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 00:01:14,2016,6,30,0,1,14,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,24,13,0.213991)"
143338_NE,ST5_PB338NE_0_20160630_000123_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 00:01:23,2016,6,30,0,1,23,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,27,17,0.252843)"
143338_NE,ST5_PB338NE_0_20160630_000332_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 00:03:32,2016,6,30,0,3,32,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,9,5,0.167603)"
143338_NE,ST5_PB338NE_0_20160630_023147_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 02:31:47,2016,6,30,2,31,47,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,5,5,0.221803)"
143338_NE,ST5_PB338NE_0_20160630_044240_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 04:42:40,2016,6,30,4,42,40,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,18,7,0.155564)"
143338_NE,ST5_PB338NE_0_20160630_044303_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 04:43:03,2016,6,30,4,43,3,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,3,2,0.296817)"
143338_NE,ST5_PB338NE_0_20160630_044451_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 04:44:51,2016,6,30,4,44,51,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,8,6,0.171297)"
143338_NE,ST5_PB338NE_0_20160630_044518_000.zc,132,NA,8,2016-06-30,2016-06-29,2016-06-30 04:45:18,2016,6,30,4,45,18,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,4,3,0.329231)"
143338_NE,ST5_PB338NE_0_20160630_215948_000.zc,132,NA,8,2016-06-30,2016-06-30,2016-06-30 21:59:48,2016,6,30,21,59,48,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,20,5,0.132694)"
143338_NE,ST5_PB338NE_0_20160701_214807_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 21:48:07,2016,7,1,21,48,7,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,35,15,0.105222)"
143338_NE,ST5_PB338NE_0_20160701_230336_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 23:03:36,2016,7,1,23,3,36,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,14,10,0.254685)"
143338_NE,ST5_PB338NE_0_20160701_230735_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 23:07:35,2016,7,1,23,7,35,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYVO(KSMYVO,15,6,0.155000)"
143338_NE,ST5_PB338NE_0_20160701_232501_000.zc,132,NA,8,2016-07-01,2016-07-01,2016-07-01 23:25:01,2016,7,1,23,25,1,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,25,11,0.186478)"
143338_NE,ST5_PB338NE_0_20160702_012953_000.zc,132,NA,8,2016-07-02,2016-07-01,2016-07-02 01:29:53,2016,7,2,1,29,53,0,NA,49.19987,-121.57586,10,603746,5450650,NA,NA,"Felix Martinez, Wahleach; Subset 3 Coastal; KSPro 3.1.8 NA 3.1.0         ",40K,"40K,MYLU(KSMYLU,6,5,0.194880)"
